theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,slmin,t_slmin_c,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,r8_a10xm20_trig,r8_a10xm20_t_c,r8_a10xm20_gx,r8_a10xm30_trig,r8_a10xm30_t_c,r8_a10xm30_gx,dv20_trig,dv20_t_c,dv20_gx,dv30_trig,dv30_t_c,dv30_gx,dv40_trig,dv40_t_c,dv40_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,0,-1,confirm,0.1,30.39,14.39,73.21,3732,42.82,0.0,4893,0.763,0.116,0.056,0.2797,1,0.3898,279,0.7192,0.202,0,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4098,42.64,1,925493
80.0,0,1,confirm,0.1,138.55,122.55,180.12,13523,41.57,1.39,13973,0.968,2.293,0.188,0.1729,2,0.6502,6649,0.9469,-0.2444,402,1,12625,81.75,1,12625,81.75,1,12625,81.75,1,12627,81.75,0,-1,,0,-1,,1,0,0.0,0,-1,,0,-1,,0.082,43.14,1,930386
80.0,0,-1,confirm,0.1,-68.33,-84.33,12.3,1396,80.63,68.33,15914,0.088,0.295,0.108,-0.1274,2,-0.0669,6808,0.4547,-0.3048,11596,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,808,-10.93,1,11575,-27.33,0,-1,,0.6105,40.83,2,944359
80.0,0,1,fallback,0.1,-27.15,-43.15,13.57,174,40.72,27.15,3945,0.044,0.992,0.179,0.2367,2,0.2484,10,0.5883,-0.1567,3583,1,1545,-21.04,1,1545,-21.04,1,1545,-21.04,1,3326,-2.71,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.0928,80.73,2,960273
80.0,0,-1,confirm,0.1,24.5,8.5,65.33,1527,40.83,1.36,4261,0.358,3.638,0.201,0.2738,2,0.3409,2234,0.8836,0.1204,550,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4019,40.66,2,964218
80.0,0,1,confirm,0.1,-54.57,-70.57,27.29,803,81.86,54.57,4362,0.184,0.553,0.187,-0.2946,2,-0.2109,1255,0.5781,-0.413,3386,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,0.0,1,23,0.0,1,3318,-35.47,0.3307,41.1,2,968479
80.0,0,-1,fallback,0.1,-1.37,-17.37,39.78,3506,41.16,6.86,5025,0.698,1.899,0.071,0.2553,3,0.3877,100,0.9133,0.1384,1188,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.0163,81.64,3,972841
80.0,0,1,confirm,0.1,24.69,8.69,65.84,21265,41.15,58.98,22142,0.96,5.522,0.322,0.1579,3,0.3507,12558,0.8509,-0.3147,1744,1,3354,-37.03,1,10007,-33.61,1,18542,28.8,0,-1,,0,-1,,0,-1,,1,0,0.0,1,1736,9.6,0,-1,,0.7047,41.32,3,977866
80.0,0,-1,confirm,0.1,-60.2,-76.2,21.89,1618,82.1,60.2,5870,0.276,1.493,0.311,0.2681,3,0.3051,3964,0.883,-0.0605,5643,1,5487,-23.26,1,5487,-23.26,1,5487,-23.26,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4576,40.88,3,1000008
80.0,0,1,fallback,0.1,16.32,0.32,57.12,545,40.8,-0.0,1981,0.275,1.78,0.148,0.0944,3,0.2162,1889,0.4254,-0.0145,9,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.7267,82.28,3,1005878
80.0,0,-1,confirm,0.1,52.96,36.96,93.69,6108,40.74,1.36,10047,0.608,0.148,0.179,0.1954,4,0.2147,5410,0.9018,-0.2194,176,1,6120,85.55,1,6120,85.55,1,6120,85.55,1,6477,86.9,0,-1,,0,-1,,1,0,-0.0,0,-1,,0,-1,,0.2773,40.57,3,1007859
80.0,0,1,confirm,0.1,-53.24,-69.24,28.67,600,81.91,53.24,5295,0.113,1.698,0.212,0.1761,4,0.2423,4039,0.8741,-0.0317,2107,1,2073,-1.37,1,2073,-1.37,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.3441,41.12,4,1017906
80.0,0,-1,fallback,0.1,-8.23,-24.23,32.94,303,41.17,8.23,1324,0.229,0.868,0.417,0.0029,4,0.0212,1305,0.5944,-0.113,0,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.6525,81.67,4,1023201
80.0,0,1,confirm,0.1,78.16,62.16,119.3,31133,41.14,45.25,33065,0.942,0.919,0.255,0.1202,5,0.5593,23485,0.9862,-0.091,29973,1,4478,-21.94,1,4478,-21.94,1,29453,80.91,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.5473,41.31,4,1024525
80.0,0,-1,confirm,0.1,28.57,12.57,69.39,32639,40.82,1.36,39303,0.83,2.147,0.214,0.0057,6,0.5751,38200,0.9584,-0.3404,27019,1,9466,27.21,1,9466,27.21,1,26422,23.13,1,9466,27.21,1,11432,23.13,1,19544,32.66,1,1322,14.97,1,2300,17.69,0,-1,,0.2534,40.65,5,1057590
80.0,0,1,confirm,0.1,12.28,-3.72,53.22,1290,40.94,-0.0,2694,0.479,1.185,0.296,0.1301,6,0.1318,2363,0.8608,-0.4519,58,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,0.0,1,0,0.0,1,0,0.0,0.7578,41.1,6,1096893
80.0,0,-1,confirm,0.1,34.07,18.07,74.96,9667,40.89,4.09,12996,0.744,5.779,0.462,0.5628,6,0.5757,9733,0.983,-0.5382,3908,1,8905,40.89,1,8905,40.89,1,8905,40.89,0,-1,,0,-1,,0,-1,,1,1052,6.81,1,2076,20.44,1,2076,20.44,0.4505,40.72,6,1099587
80.0,0,1,confirm,0.1,25.98,9.98,67.01,11062,41.03,1.37,22857,0.484,1.68,0.629,0.2164,7,0.3524,3779,0.9105,-0.5961,22162,1,17151,31.45,1,17151,31.45,1,17151,31.45,1,19079,42.39,1,19905,34.19,1,21149,34.19,1,0,0.0,1,0,0.0,1,21403,35.56,0.9213,41.19,6,1112583
80.0,0,-1,confirm,0.1,-70.93,-86.93,10.91,2870,81.84,70.93,7962,0.36,0.19,0.333,0.1579,7,0.3932,733,0.8926,-0.2764,4539,1,3947,-6.82,1,3947,-6.82,1,3947,-6.82,1,4292,-10.91,1,4293,-10.91,0,-1,,1,4293,-10.91,0,-1,,0,-1,,0.8222,40.75,7,1135440
80.0,0,1,fallback,0.1,-39.28,-55.28,1.35,35,40.63,39.28,3630,0.01,1.216,0.334,-0.3388,7,-0.2307,3539,0.9593,-0.4217,2577,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,0.0,1,0,0.0,1,2330,-24.38,0.831,81.93,7,1143402
80.0,0,-1,confirm,0.1,23.12,7.12,63.91,53959,40.79,36.71,68240,0.791,2.078,0.252,0.5353,9,0.7261,49050,0.9708,-0.8346,62666,1,2238,-20.4,1,2238,-20.4,1,2238,-20.4,1,32655,1.36,1,32655,1.36,1,32655,1.36,1,32655,1.36,1,32655,1.36,1,32655,1.36,0.333,40.63,7,1147032
80.0,0,1,confirm,0.1,989.44,973.44,1034.41,2151668,44.97,31.35,2160945,0.996,6.749,0.343,0.6351,21,1.0,2150092,1.0,-1.0,52228,1,409,-5.45,1,409,-5.45,1,409,-5.45,1,409,-5.45,1,409,-5.45,1,409,-5.45,1,409,-5.45,1,409,-5.45,1,46767,-14.99,0.487,41.05,9,1215272
80.0,0,-1,confirm,0.1,-76.89,-92.89,5.58,896,82.47,76.89,37624,0.024,9.138,0.213,0.8278,21,0.9059,2180,1.0,-0.8384,30739,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,1,5863,-26.04,0.4757,40.76,21,3376217
80.0,0,1,fallback,0.1,23.38,7.38,64.0,9077,40.61,14.77,12043,0.754,1.535,0.313,0.4619,23,0.6181,7586,0.9709,-0.1398,1107,1,676,-12.31,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.8338,82.52,22,3413841
80.0,0,-1,confirm,0.1,31.92,15.92,72.44,121344,40.52,38.06,126004,0.963,0.549,0.151,0.7168,2,0.7593,117366,0.9949,-0.8755,65778,1,3134,-8.59,1,4135,-15.96,1,4135,-15.96,1,4135,-15.96,1,4511,-12.28,1,5082,-11.05,1,0,-0.0,1,0,-0.0,1,6442,-12.28,0.525,40.35,23,3425884
100.0,1,1,fallback,0.1,123.7,107.7,175.93,6968,52.23,2.75,11923,0.584,3.36,0.085,0.2467,0,0.4215,10954,0.8872,0.0566,0,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.5747,101.35,0,8477
100.0,1,-1,confirm,0.1,-98.43,-114.43,10.86,815,109.29,98.43,6981,0.117,4.596,0.08,0.0019,0,0.1773,5992,0.7186,-0.4809,6922,1,6170,-23.08,1,6170,-23.08,0,-1,,1,6170,-23.08,1,6170,-23.08,1,6908,-65.17,1,6170,-23.08,1,6908,-65.17,1,6908,-65.17,0.1083,51.33,0,20400
100.0,1,1,fallback,0.1,-46.38,-62.38,4.03,36,50.42,46.38,1224,0.029,2.364,0.319,0.3899,0,0.4342,0,0.6139,0.3537,563,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.62,109.41,0,27381
100.0,1,-1,confirm,0.1,76.99,60.99,126.97,2008,49.98,0.0,5521,0.364,2.794,0.131,-0.3246,0,-0.012,4776,0.6676,-0.3863,265,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,-0.0,1,0,-0.0,0,-1,,0.5164,50.4,0,28605
100.0,1,1,confirm,0.1,53.09,37.09,104.81,19136,51.73,68.74,21951,0.872,0.165,0.261,-0.4914,1,0.3148,14555,0.9711,-0.9007,21845,1,10200,58.53,1,10200,58.53,1,10200,58.53,1,10725,37.43,1,16234,94.6,1,16234,94.6,1,16234,94.6,1,16234,94.6,1,16234,94.6,0.0444,50.62,0,34126
100.0,1,-1,confirm,0.1,54.84,38.84,105.61,4538,50.78,1.35,4673,0.971,1.06,0.227,0.2766,1,0.8987,0,0.835,0.1351,4673,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4425,51.19,1,56077
100.0,1,1,confirm,0.1,25.19,9.19,76.92,533,51.74,1.36,3057,0.174,0.927,0.243,-0.173,1,0.0092,1338,0.5058,-0.5145,2767,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,718,49.01,1,1941,46.97,1,2610,67.39,0.6933,51.32,1,60750
100.0,1,-1,confirm,0.1,79.45,63.45,129.01,6390,49.57,1.36,6811,0.938,0.729,0.072,0.1762,1,0.6703,4281,0.8529,0.1223,6811,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.1084,51.34,1,63807
100.0,1,1,confirm,0.1,52.7,36.7,103.35,10344,50.65,51.33,10784,0.959,7.343,0.155,0.4859,2,0.5163,10776,0.9533,-0.1282,166,1,3649,15.74,1,3649,15.74,0,-1,,1,6857,15.74,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.2731,50.22,1,70618
100.0,1,-1,confirm,0.1,113.71,97.71,163.41,6296,49.7,14.98,6396,0.984,2.797,0.113,0.1494,2,0.166,5800,0.6485,-0.5056,0,1,6343,132.09,1,6343,132.09,0,-1,,0,-1,,0,-1,,0,-1,,1,0,-0.0,1,0,-0.0,1,0,-0.0,0.9068,50.13,2,81402
100.0,1,1,confirm,0.1,32.37,16.37,83.33,9074,50.96,55.79,10063,0.902,2.353,0.133,-0.1613,2,0.1254,4306,0.7412,-0.2273,9425,1,5933,30.99,1,5933,30.99,0,-1,,1,5994,33.75,1,8942,71.63,0,-1,,1,8942,71.63,0,-1,,0,-1,,0.3203,50.53,2,87798
100.0,1,-1,confirm,0.1,-94.73,-110.73,6.86,80,101.6,94.73,12941,0.006,1.056,0.201,0.1721,2,0.3663,12704,0.8822,-0.0211,5303,1,3334,-64.53,1,3334,-64.53,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.1522,50.54,2,97861
100.0,1,1,fallback,0.1,-20.4,-36.4,29.92,281,50.32,20.4,2398,0.117,1.099,0.215,-0.2357,3,-0.2319,46,0.1712,-0.4384,2378,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,0.0,1,706,8.16,1,1996,10.88,0.1245,101.67,3,110802
100.0,1,-1,confirm,0.1,44.29,28.29,95.4,5622,51.11,31.35,7096,0.792,0.479,0.065,-0.074,3,0.4494,1447,0.7033,-0.1675,7096,1,4561,57.24,1,4561,57.24,1,4561,57.24,1,5910,83.13,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.1081,50.17,3,113200
100.0,1,1,confirm,0.1,23.96,7.96,74.61,7446,50.65,56.81,8364,0.89,0.979,0.293,0.172,3,0.3598,3302,0.8046,0.0559,7204,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.6677,51.6,3,120296
100.0,1,-1,confirm,0.1,-92.86,-108.86,8.19,301,101.06,92.86,3691,0.082,8.307,0.182,0.0764,3,0.2943,938,0.7639,-0.0738,70,1,3253,-74.43,1,3253,-74.43,1,3253,-74.43,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4168,50.28,3,128660
100.0,1,1,fallback,0.1,-1.35,-17.35,50.06,1198,51.42,4.06,2950,0.406,1.324,0.104,0.1408,3,0.1834,2915,0.5506,-0.0392,45,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.7045,101.14,3,132351
100.0,1,-1,confirm,0.1,101.5,85.5,152.92,32642,51.42,48.72,36504,0.894,0.798,0.2,0.2067,4,0.4428,24506,0.9509,-0.3365,15184,1,11058,-10.15,1,11058,-10.15,1,11058,-10.15,1,11116,-11.5,1,12316,-8.12,1,12589,1.35,1,612,-25.71,1,12589,1.35,0,-1,,0.4987,51.16,3,135301
100.0,1,1,confirm,0.1,68.36,52.36,121.68,8298,53.32,20.51,10497,0.791,2.503,0.284,0.1657,5,0.2356,9133,0.7438,-0.1657,2031,1,1723,6.84,1,1723,6.84,0,-1,,1,2018,21.87,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.414,52.22,4,171805
100.0,1,-1,confirm,0.1,-99.12,-115.12,4.07,7,103.2,99.12,7074,0.001,2.284,0.352,-0.1562,5,0.0292,3750,0.5768,-0.3126,5310,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,2047,-31.23,1,5297,-71.97,0,-1,,0.5073,52.68,5,182302
100.0,1,1,fallback,0.1,208.4,192.4,260.17,6322,51.76,5.38,6370,0.992,3.392,0.234,0.4891,5,0.61,4883,0.9519,0.2652,100,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.3994,103.24,5,189376
100.0,1,-1,confirm,0.1,48.73,32.73,100.76,3573,52.03,13.83,7226,0.494,5.913,0.312,-0.1927,5,0.3434,5952,0.8857,-0.4725,0,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,-0.0,1,0,-0.0,1,0,-0.0,0.378,50.45,5,195746
100.0,1,1,confirm,0.1,11.91,-4.09,62.87,1929,50.96,7.94,2808,0.687,4.189,0.103,-0.0533,5,0.1065,2672,0.9059,-0.156,311,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.8092,52.55,5,202972
100.0,1,-1,confirm,0.1,31.73,15.73,81.96,16859,50.23,14.54,21176,0.796,0.198,0.156,0.2996,6,0.3909,13411,0.9066,-0.3393,2711,1,6332,14.54,1,6332,14.54,1,20928,34.37,1,6608,25.12,0,-1,,0,-1,,1,1573,11.9,1,1573,11.9,0,-1,,0.4832,50.64,5,205780
100.0,1,1,confirm,0.1,35.81,19.81,90.18,48708,54.37,46.42,51356,0.948,0.712,0.376,0.3033,7,0.4462,11601,0.9767,-0.2399,48139,1,6866,2.65,1,6866,2.65,1,6866,2.65,1,6887,2.65,1,17010,-15.91,0,-1,,1,17010,-15.91,0,-1,,0,-1,,0.2144,50.65,6,226956
100.0,1,-1,confirm,0.1,23.13,7.13,73.34,55447,50.21,56.82,59791,0.927,0.375,0.179,0.1372,9,0.5143,45475,0.9438,-0.5077,28975,1,3999,-15.86,1,3999,-15.86,1,3999,-15.86,1,5757,-7.93,1,10971,-51.54,1,22154,-1.32,1,10971,-51.54,1,22154,-1.32,1,28972,26.43,0.8596,53.89,7,278312
100.0,1,1,confirm,0.1,-80.13,-96.13,21.19,15985,101.32,80.13,82380,0.194,4.807,0.404,0.1973,9,0.5212,30183,0.982,-0.729,57536,1,6004,-7.95,1,6004,-7.95,1,6004,-7.95,1,38677,-13.91,1,39112,-25.17,1,39745,-39.07,1,39112,-25.17,1,39745,-39.07,1,42172,-36.42,0.1917,50.59,9,338103
100.0,1,-1,fallback,0.1,58.75,42.75,109.49,42750,50.74,32.04,47745,0.895,0.073,0.181,0.0197,12,0.4627,35321,0.8934,-0.4613,47745,1,468,-0.0,1,468,-0.0,1,468,-0.0,1,710,5.34,1,1629,-0.0,1,2009,-1.34,1,1629,-0.0,1,2009,-1.34,1,47745,58.75,0.4966,101.11,11,420483
100.0,1,1,confirm,0.1,-8.06,-24.06,42.31,89964,50.37,71.18,98068,0.917,0.255,0.309,0.2203,15,0.8296,56435,0.9982,-0.532,30678,1,13059,-62.45,1,13059,-62.45,1,13059,-62.45,1,13125,-65.81,1,13125,-65.81,1,13125,-65.81,1,13125,-65.81,1,13125,-65.81,1,16168,-42.31,0.7596,51.3,13,468228
100.0,1,-1,confirm,0.1,48.39,32.39,98.8,22236,50.41,0.0,23980,0.927,1.535,0.391,0.6198,16,0.6427,20464,0.9497,-0.4236,6686,1,5662,9.41,1,5662,9.41,1,5662,9.41,1,6286,14.11,1,6287,14.11,1,6293,14.11,1,6287,14.11,1,6293,14.11,1,6541,12.1,0.2155,50.15,15,566296
100.0,1,1,confirm,0.1,-85.09,-101.09,14.86,64049,99.95,85.09,157813,0.406,0.485,0.25,-0.1964,18,0.849,24355,1.0,-0.7675,157562,1,12529,-12.16,1,12529,-12.16,1,12529,-12.16,1,12535,-12.16,1,12772,-12.16,1,12772,-12.16,1,0,0.0,1,0,0.0,1,0,0.0,0.9109,50.91,16,590276
100.0,1,-1,confirm,0.1,-60.62,-76.62,31.33,7119,91.96,60.62,8188,0.869,2.902,0.071,0.3883,20,0.4085,0,0.9218,-0.0125,4126,1,4093,-8.17,1,4093,-8.17,1,4093,-8.17,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.0912,99.8,20,748089
100.0,1,1,confirm,0.1,-99.53,-115.53,0.0,0,99.53,99.53,115704,0.0,7.052,0.451,-0.0575,21,0.5208,45647,1.0,-0.6392,88162,1,6000,-48.07,1,6000,-48.07,1,6000,-48.07,1,6000,-48.07,1,18814,-43.33,1,18835,-50.78,1,18814,-43.33,1,18835,-50.78,1,20292,-42.65,0.5313,92.24,21,756277
100.0,1,-1,confirm,0.1,95.74,79.74,145.66,22155,49.92,4.1,22225,0.997,9.796,0.391,0.8278,0,0.8278,22155,0.9744,-0.1522,8844,1,8230,31.46,1,8230,31.46,1,8230,31.46,1,8271,31.46,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.5122,99.53,0,871981
100.0,1,1,confirm,0.1,-12.43,-28.43,40.05,30909,52.48,87.0,31306,0.987,0.481,0.048,-0.1381,1,0.4185,22059,0.9899,-0.7687,1804,1,10957,-49.02,1,30602,20.02,1,30602,20.02,1,30602,20.02,1,31278,2.76,0,-1,,1,0,0.0,1,0,0.0,1,0,0.0,0.9744,50.66,0,894206
100.0,1,-1,confirm,0.1,13.83,-2.17,63.6,3713,49.78,1.38,4883,0.76,0.116,0.056,0.2797,1,0.3898,260,0.7192,0.2087,2,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4098,52.27,1,925512
100.0,1,1,confirm,0.1,121.84,105.84,173.07,13514,51.23,8.31,15348,0.881,2.293,0.188,0.1729,2,0.6502,6640,0.9469,-0.2444,393,1,12616,74.77,1,12616,74.77,1,12616,74.77,1,12618,74.77,0,-1,,0,-1,,1,0,0.0,0,-1,,0,-1,,0.082,50.09,1,930395
100.0,1,-1,confirm,0.1,-35.57,-51.57,15.05,20002,50.61,91.65,22965,0.871,3.638,0.201,0.2738,2,0.3409,20709,0.8836,-0.3048,10212,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,789,-23.25,1,10191,-36.93,0,-1,,0.6105,50.36,2,945743
100.0,1,1,confirm,0.1,-81.78,-97.78,17.72,574,99.5,81.78,6126,0.094,0.553,0.187,-0.2946,2,-0.1384,5321,0.7492,-0.413,3157,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,0,0.0,1,7,0.0,1,3089,-44.98,0.3307,50.69,2,968708
100.0,1,-1,confirm,0.1,-28.86,-44.86,21.99,1513,50.85,28.86,4088,0.37,1.899,0.071,0.2553,3,0.3626,168,0.9133,0.202,4018,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.0163,99.33,3,974834
100.0,1,1,confirm,0.1,5.48,-10.52,56.18,20209,50.7,68.52,22584,0.895,5.522,0.322,0.1579,3,0.3507,11502,0.8509,-0.3147,688,1,2298,-46.59,1,8951,-43.17,1,17486,19.18,1,21273,23.3,0,-1,,0,-1,,1,0,0.0,1,680,0.0,0,-1,,0.7047,50.96,3,978922
100.0,1,-1,confirm,0.1,-90.39,-106.39,12.33,120,102.72,90.39,4453,0.027,1.493,0.311,0.2681,3,0.3051,2466,0.883,-0.0605,4145,1,3989,-32.87,1,3989,-32.87,1,3989,-32.87,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4576,50.42,3,1001506
100.0,1,1,fallback,0.1,-14.25,-30.25,36.65,464,50.9,14.25,2376,0.195,1.78,0.148,0.0944,3,0.2194,2076,0.4254,0.0526,396,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.7267,102.85,3,1005959
100.0,1,-1,confirm,0.1,33.98,17.98,83.59,5632,49.61,4.76,9943,0.566,0.148,0.179,0.1954,4,0.2147,4934,0.9018,-0.1769,0,1,5644,75.44,1,5644,75.44,1,5644,75.44,1,6001,76.8,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.2773,50.71,4,1008335
100.0,1,1,confirm,0.1,-79.79,-95.79,19.78,228,99.56,79.79,5076,0.045,1.698,0.212,0.1761,4,0.2423,3667,0.8683,-0.0317,1735,1,1701,-10.23,1,1701,-10.23,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.3441,50.03,4,1018278
100.0,1,-1,confirm,0.1,-33.0,-49.0,19.25,6764,52.24,33.0,14221,0.476,0.853,0.069,-0.1698,4,0.0705,4250,0.5944,-0.3479,14184,1,4965,-6.87,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1,6035,4.12,1,10677,-2.75,0,-1,,0.6525,99.37,4,1023354
100.0,1,1,confirm,0.1,61.66,45.66,112.37,18083,50.7,6.85,20194,0.895,0.919,0.255,0.1202,5,0.5593,10435,0.9862,-0.091,16923,1,16403,74.0,1,16403,74.0,1,16403,74.0,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.3648,52.35,4,1037575
100.0,1,-1,confirm,0.1,7.49,-8.51,59.93,32460,52.43,8.17,39202,0.828,2.147,0.214,0.0057,6,0.5751,38021,0.9584,-0.3404,26840,1,9287,17.71,1,9287,17.71,1,26243,13.62,1,9287,17.71,1,11253,13.62,1,19365,23.15,1,1143,5.45,1,2121,8.17,0,-1,,0.2534,50.14,5,1057769
100.0,1,1,confirm,0.1,-64.06,-80.06,41.57,1212,105.63,64.06,12224,0.099,1.185,0.296,0.1301,6,0.5382,6524,0.9608,-0.4971,12224,1,9525,-40.89,1,9525,-40.89,1,9525,-40.89,1,9530,-40.21,1,9668,-34.76,1,12221,-49.75,1,0,0.0,1,0,0.0,1,12224,-64.06,0.7578,52.75,6,1096971
100.0,1,-1,fallback,0.1,-40.47,-56.47,10.29,59,50.75,40.47,4170,0.014,5.779,0.462,0.5628,6,0.5757,125,0.983,0.3007,3301,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.4505,105.19,6,1109195
100.0,1,1,confirm,0.1,6.83,-9.17,57.38,10280,50.55,4.1,24832,0.414,1.68,0.629,0.2164,7,0.3524,2997,0.9105,-0.5961,21380,1,16369,21.86,1,16369,21.86,1,16369,21.86,1,18297,32.79,1,19123,24.59,1,20367,24.59,1,0,0.0,1,0,0.0,1,20621,25.96,0.9213,50.81,6,1113365
100.0,1,-1,confirm,0.1,-28.67,-44.67,23.21,62794,51.88,81.92,92390,0.68,2.078,0.252,0.5353,9,0.7261,57885,0.9727,-0.8346,71501,1,1190,-16.38,1,1190,-16.38,1,11073,-61.44,1,1535,-20.48,1,1536,-20.48,1,41490,-39.59,1,1536,-20.48,1,41490,-39.59,1,41490,-39.59,0.8222,50.26,7,1138197
100.0,1,1,confirm,0.1,999.25,983.25,1055.07,2152028,55.82,42.2,2171939,0.991,1.512,0.36,0.6285,21,1.0,2134777,1.0,-1.0,36913,1,2716,8.17,1,2716,8.17,1,2716,8.17,1,6482,-4.08,1,7586,-10.89,1,29940,-19.06,1,7586,-10.89,1,29940,-19.06,1,31452,-25.87,0.487,52.0,10,1230587
100.0,1,-1,confirm,0.1,-106.44,-122.44,1.24,79,107.68,106.44,20279,0.004,0.01,0.31,0.1681,22,0.5875,1464,0.9889,-0.8384,4430,1,2888,-12.38,1,2888,-12.38,1,2888,-12.38,1,3116,-17.33,1,3222,-11.14,1,3425,-13.0,1,3222,-11.14,1,3425,-13.0,1,3940,-37.13,0.756,50.49,22,3402526
100.0,1,1,fallback,0.1,-35.52,-51.52,14.7,113,50.21,35.52,3590,0.031,1.535,0.313,0.4619,23,0.6006,3,0.8609,0.3148,3590,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0.5531,107.69,23,3422805
100.0,1,-1,confirm,0.1,12.9,-3.1,62.68,120833,49.78,47.93,126021,0.959,0.549,0.151,0.7168,2,0.7593,116855,0.9949,-0.8755,65267,1,2623,-18.44,1,3624,-25.81,1,3624,-25.81,1,3624,-25.81,1,4000,-22.12,1,4571,-20.89,1,0,-0.0,1,0,-0.0,1,5931,-22.12,0.525,50.14,23,3426395
