theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,0,1,confirm,1.0,33.49,17.49,75.35,3604,41.86,71.76,4686,0.769,3.108,0.199,0.2002,20,0.4945,2941,0.9939,1,1026,-41.86,1,1026,-41.86,0,-1,,1,1042,-41.86,0.7772,42.04,19,415330
80.0,0,-1,confirm,1.0,-5.96,-21.96,36.95,3632,42.91,51.26,4636,0.783,3.651,0.207,-0.2226,21,0.5039,1099,0.9984,1,386,-8.34,1,386,-8.34,1,386,-8.34,1,1786,1.19,0.5138,41.55,20,420016
80.0,0,1,confirm,1.0,378.84,362.84,428.88,1067,50.04,10.72,1085,0.983,6.41,0.339,0.1805,22,0.4144,936,0.9722,0,-1,,0,-1,,0,-1,,0,-1,,0.46,43.07,21,424652
80.0,0,-1,confirm,1.0,28.7,12.7,72.31,23,43.62,0.0,68,0.338,3.735,0.208,-0.1501,22,-0.0984,63,0.4197,0,-1,,0,-1,,0,-1,,0,-1,,0.0881,47.98,22,425737
80.0,0,1,confirm,1.0,-59.86,-75.86,23.02,81,82.88,59.86,166,0.488,0.421,0.186,0.0697,22,0.114,140,0.447,0,-1,,0,-1,,0,-1,,0,-1,,0.0624,43.94,22,425805
80.0,0,-1,fallback,1.0,31.27,15.27,71.8,153,40.53,3.47,280,0.546,0.159,0.061,-0.0669,22,0.0008,279,0.5267,0,-1,,0,-1,,0,-1,,0,-1,,0.3537,82.69,22,425971
80.0,0,1,confirm,1.0,-72.03,-88.03,9.29,4,81.32,72.03,488,0.008,0.289,0.026,0.0015,22,0.0015,4,0.4993,0,-1,,0,-1,,0,-1,,0,-1,,0.2019,40.83,22,426251
80.0,0,-1,fallback,1.0,-39.78,-55.78,11.7,76,51.49,39.78,138,0.551,0.932,0.071,0.051,22,0.1138,0,0.359,1,126,-19.89,1,126,-19.89,0,-1,,0,-1,,0.0754,81.24,22,426739
80.0,0,1,confirm,1.0,18.65,2.65,59.44,157,40.79,11.66,289,0.543,0.755,0.048,0.1432,22,0.1472,245,0.5392,0,-1,,0,-1,,0,-1,,0,-1,,0.221,51.55,22,426877
80.0,0,-1,confirm,1.0,25.59,9.59,66.31,1010,40.72,25.59,1103,0.916,0.795,0.127,0.4519,22,0.4982,1043,0.8858,1,626,-2.33,1,626,-2.33,0,-1,,1,702,-2.33,0.0819,40.55,22,427166
80.0,0,1,confirm,1.0,40.82,24.82,81.64,3071,40.82,31.49,3214,0.956,4.349,0.098,0.2153,23,0.2534,3102,0.8995,1,1295,-5.83,1,1295,-5.83,1,1295,-5.83,1,1643,7.0,0.4461,40.99,22,428269
80.0,0,-1,confirm,1.0,-47.62,-63.62,33.69,1734,81.31,47.62,2716,0.638,1.105,0.046,0.3214,0,0.4703,488,0.9511,1,889,5.81,1,889,5.81,1,889,5.81,1,2158,-5.81,0.3919,40.49,23,431483
80.0,0,1,fallback,1.0,-4.62,-20.62,36.99,200,41.62,4.62,559,0.358,1.556,0.107,0.2179,0,0.3646,12,0.7115,0,-1,,0,-1,,0,-1,,0,-1,,0.4072,81.59,0,434199
80.0,0,-1,confirm,1.0,112.19,96.19,152.67,1751,40.48,33.54,2160,0.811,2.563,0.222,0.1735,1,0.3146,1382,0.9311,0,-1,,0,-1,,0,-1,,0,-1,,0.1073,41.47,0,434758
80.0,0,1,confirm,1.0,-71.35,-87.35,8.19,20,79.54,71.35,425,0.047,1.035,0.004,-0.1237,1,-0.0002,411,0.8133,0,-1,,0,-1,,0,-1,,0,-1,,0.6018,41.11,1,436918
80.0,0,-1,confirm,1.0,-41.23,-57.23,5.89,96,47.13,41.23,163,0.589,1.37,0.091,0.1969,1,0.2265,131,0.5857,0,-1,,0,-1,,0,-1,,0,-1,,0.2425,79.48,1,437343
80.0,0,1,confirm,1.0,39.89,23.89,84.48,3200,44.59,23.47,3584,0.893,4.582,0.051,-0.2573,2,0.5613,1900,0.955,1,1101,16.43,1,1101,16.43,1,2777,53.97,1,1114,5.87,0.5295,47.15,1,437506
80.0,0,-1,confirm,1.0,-64.27,-80.27,16.36,269,80.64,64.27,2342,0.115,4.208,0.172,0.6131,2,0.7301,642,0.9957,1,1601,-31.55,1,1601,-31.55,1,1601,-31.55,1,1601,-31.55,0.2418,44.21,2,441090
80.0,0,1,fallback,1.0,-19.74,-35.74,22.06,4,41.8,19.74,447,0.009,1.439,0.164,0.7638,3,0.7828,0,0.94,0,-1,,0,-1,,0,-1,,0,-1,,0.9664,80.77,3,443432
80.0,0,-1,confirm,1.0,1.16,-14.84,45.38,1287,44.21,12.8,2084,0.618,0.457,0.09,0.1924,3,0.473,227,0.993,1,1437,12.8,1,1437,12.8,1,1437,12.8,0,-1,,0.4939,41.71,3,443879
80.0,0,1,confirm,1.0,-79.12,-95.12,8.15,263,87.27,79.12,827,0.318,2.072,0.167,0.4643,3,0.5403,606,0.8594,1,817,-64.0,1,817,-64.0,1,817,-64.0,0,-1,,0.993,44.41,3,445963
80.0,0,-1,fallback,1.0,7.04,-8.96,46.92,2210,39.88,34.01,2474,0.893,2.907,0.19,0.4118,4,0.5459,64,0.9626,1,610,-11.73,1,610,-11.73,1,610,-11.73,1,1506,-7.04,0.6194,87.2,4,446790
80.0,0,1,confirm,1.0,-65.73,-81.73,14.08,153,79.81,65.73,1538,0.099,2.504,0.133,-0.2871,4,0.2839,367,0.9486,1,710,-14.08,1,710,-14.08,1,710,-14.08,1,711,-14.08,0.8351,40.07,4,449264
80.0,0,-1,confirm,1.0,-29.54,-45.54,10.63,116,40.17,29.54,232,0.5,1.291,0.134,-0.1475,5,-0.1274,145,0.5708,0,-1,,0,-1,,0,-1,,0,-1,,0.3133,79.7,5,450802
80.0,0,1,confirm,1.0,20.03,4.03,61.26,4208,41.23,62.43,6477,0.65,0.359,0.122,0.0606,6,0.5508,5491,0.9784,1,1234,-30.63,1,1234,-30.63,1,1234,-30.63,1,1244,-29.45,0.4542,40.21,5,451034
80.0,0,-1,confirm,1.0,-70.54,-86.54,10.58,68,81.12,70.54,1526,0.045,0.588,0.15,0.2209,7,0.2356,26,0.9374,1,298,-9.41,1,298,-9.41,1,298,-9.41,1,298,-9.41,0.4984,40.98,7,457511
80.0,0,1,fallback,1.0,-29.19,-45.19,15.18,1201,44.36,29.19,1878,0.64,1.421,0.091,0.1891,7,0.5437,2,0.9467,1,622,-3.5,1,622,-3.5,1,622,-3.5,1,707,-12.84,0.1705,81.21,7,459037
80.0,0,-1,confirm,1.0,15.22,-0.78,56.2,2970,40.98,29.27,3679,0.807,3.295,0.11,0.1635,8,0.4802,2533,0.996,1,2242,12.88,1,2242,12.88,1,2242,12.88,1,3570,28.1,0.4657,44.29,8,460915
80.0,0,1,confirm,1.0,9.38,-6.62,51.59,1115,42.21,19.93,1898,0.587,0.422,0.181,0.2492,9,0.3605,1251,0.9762,1,373,-5.86,1,373,-5.86,1,373,-5.86,1,380,-7.04,0.6074,41.21,9,464594
80.0,0,-1,confirm,1.0,-32.8,-48.8,8.2,3253,41.0,74.98,3558,0.914,0.874,0.145,0.3394,10,0.6082,2832,0.9979,1,107,-30.46,1,107,-30.46,1,107,-30.46,1,107,-30.46,0.5357,42.0,9,466492
80.0,0,1,confirm,1.0,0.0,-16.0,40.87,16,40.87,-0.0,712,0.022,5.046,0.253,0.2487,10,0.2736,487,0.9746,1,618,11.68,1,618,11.68,1,618,11.68,1,678,14.01,0.6286,41.04,10,470050
80.0,0,-1,confirm,1.0,-63.05,-79.05,19.85,968,82.91,63.05,1497,0.647,1.042,0.023,0.3092,11,0.5527,72,0.9934,1,141,8.17,1,141,8.17,1,141,8.17,1,1231,-5.84,0.4893,40.7,10,470762
80.0,0,1,fallback,1.0,33.65,17.65,74.26,1682,40.61,30.17,2116,0.795,1.173,0.115,0.0629,11,0.6789,714,0.9342,1,1257,42.93,1,1257,42.93,1,1257,42.93,1,1328,37.13,0.9519,83.07,11,472259
80.0,0,-1,confirm,1.0,27.76,11.76,70.54,1156,42.79,17.35,1332,0.868,1.851,0.109,0.2144,12,0.3189,1064,0.9641,1,427,2.31,0,-1,,0,-1,,0,-1,,0.4366,40.31,11,474375
80.0,0,1,confirm,1.0,48.71,32.71,89.3,2972,40.59,45.23,3950,0.752,4.455,0.096,0.2012,12,0.337,1354,0.9441,1,387,-30.15,1,1521,16.24,1,1521,16.24,1,2650,45.23,0.1063,43.09,12,475707
80.0,0,-1,confirm,1.0,26.54,10.54,66.94,1079,40.39,21.93,1295,0.833,7.648,0.232,0.816,13,0.816,1079,0.928,1,477,-21.93,1,477,-21.93,1,477,-21.93,1,600,-1.15,0.7815,40.23,13,479657
80.0,0,1,confirm,1.0,67.11,51.11,107.61,5922,40.5,39.34,6125,0.967,0.844,0.188,0.1563,15,0.5732,3668,0.9698,1,579,-11.57,1,579,-11.57,1,1958,-11.57,1,1080,8.1,0.9142,40.66,13,480952
80.0,0,-1,confirm,1.0,-59.77,-75.77,21.84,780,81.61,59.77,3635,0.215,1.466,0.132,0.1099,15,0.3668,3222,0.9838,1,134,-52.87,1,134,-52.87,1,134,-52.87,1,556,-16.09,0.4287,40.07,15,487077
80.0,0,1,fallback,1.0,-39.99,-55.99,1.14,2,41.13,39.99,754,0.003,0.415,0.178,0.8061,16,0.8107,26,0.9223,1,473,-2.29,1,473,-2.29,1,473,-2.29,1,473,-2.29,0.8395,81.79,16,490712
80.0,0,-1,confirm,1.0,75.71,59.71,117.01,2546,41.3,3.44,2995,0.85,4.19,0.027,0.082,17,0.754,145,0.9428,1,1654,75.71,1,1654,75.71,1,1654,75.71,1,2500,99.8,0.8235,41.13,16,491466
80.0,0,1,confirm,1.0,48.55,32.55,89.01,4181,40.46,31.21,4554,0.918,0.809,0.177,0.1042,18,0.4236,3853,0.9883,1,540,21.96,1,540,21.96,1,540,21.96,1,540,21.96,0.2155,41.79,17,494461
80.0,0,-1,confirm,1.0,28.76,12.76,69.02,6036,40.26,19.56,7396,0.816,2.652,0.225,0.4237,20,0.4429,6064,0.9889,1,119,-1.15,1,119,-1.15,1,119,-1.15,1,122,-3.45,0.9746,40.1,18,499015
80.0,0,1,confirm,1.0,53.07,37.07,93.45,3808,40.38,13.84,4758,0.8,1.227,0.069,-0.2049,21,0.5218,1429,0.9901,1,670,-6.92,1,670,-6.92,1,670,-6.92,1,688,-8.08,0.9338,40.54,20,506411
80.0,0,-1,confirm,1.0,2.3,-13.7,42.46,120,40.17,0.0,350,0.343,3.241,0.265,0.3163,22,0.3511,161,0.7563,0,-1,,0,-1,,0,-1,,0,-1,,0.704,40.0,21,511169
80.0,0,1,confirm,1.0,-70.02,-86.02,12.63,3841,82.64,70.02,4816,0.798,2.114,0.115,0.1152,23,0.4343,2479,0.9775,1,2218,-14.92,1,2218,-14.92,1,3680,-16.07,1,3998,-10.33,0.4083,40.34,22,511519
80.0,0,-1,fallback,1.0,16.18,0.18,58.95,3019,42.77,15.03,3068,0.984,1.557,0.077,0.4998,0,0.7233,384,0.954,1,974,-1.16,1,974,-1.16,1,974,-1.16,1,974,-1.16,0.6131,82.54,23,516335
80.0,0,1,confirm,1.0,-76.42,-92.42,6.95,8,83.36,76.42,387,0.021,2.416,0.036,-0.3793,0,-0.2719,273,0.4285,0,-1,,0,-1,,0,-1,,0,-1,,0.5899,43.02,0,519403
80.0,0,-1,fallback,1.0,75.84,59.84,115.51,949,39.67,0.0,1125,0.844,0.67,0.113,0.393,0,0.5444,684,0.8514,0,-1,,0,-1,,0,-1,,0,-1,,0.0851,83.3,0,519790
80.0,0,1,confirm,1.0,-4.7,-20.7,36.44,3193,41.15,49.38,3681,0.867,0.82,0.073,-0.593,1,-0.0399,1245,0.82,0,-1,,0,-1,,0,-1,,0,-1,,0.5949,40.13,0,520915
80.0,0,-1,confirm,1.0,14.11,-1.89,54.1,3330,39.99,37.64,3539,0.941,2.889,0.138,0.3349,2,0.7175,1864,0.9892,0,-1,,0,-1,,0,-1,,0,-1,,0.2001,41.0,1,524596
80.0,0,1,confirm,1.0,28.27,12.27,70.67,2070,42.4,9.42,2517,0.822,1.7,0.093,0.063,3,0.3316,1980,0.9846,1,2015,67.14,1,2015,67.14,1,2015,67.14,1,2015,67.14,0.0792,40.21,2,528135
80.0,0,-1,confirm,1.0,-65.77,-81.77,24.67,608,90.44,65.77,4197,0.145,1.393,0.095,0.0669,3,0.4508,4053,0.9884,1,1271,-1.17,1,1271,-1.17,1,1271,-1.17,1,1358,-2.35,0.153,42.11,3,530652
80.0,0,1,fallback,1.0,46.67,30.67,87.51,971,40.84,-0.0,1682,0.577,1.3,0.064,0.0548,4,0.6897,83,0.8871,1,680,61.84,1,680,61.84,1,680,61.84,1,1570,58.34,0.0392,90.66,4,534849
80.0,0,-1,confirm,1.0,-63.88,-79.88,17.42,387,81.3,63.88,1860,0.208,1.027,0.123,0.0681,5,0.4055,104,0.9861,1,446,12.78,1,446,12.78,1,446,12.78,1,490,16.26,0.5967,40.49,5,536531
80.0,0,1,fallback,1.0,-30.01,-46.01,10.39,101,40.39,30.01,1144,0.088,3.887,0.235,0.2985,5,0.2985,101,0.9805,1,658,-12.69,1,658,-12.69,1,658,-12.69,1,658,-12.69,0.066,81.44,5,538391
80.0,0,-1,confirm,1.0,4.63,-11.37,46.3,5815,41.67,39.36,6444,0.902,5.205,0.234,0.3145,7,0.6062,3469,0.9909,1,561,-2.32,1,561,-2.32,1,561,-2.32,1,562,-1.16,0.7508,40.35,5,539535
80.0,0,1,confirm,1.0,-68.33,-84.33,11.58,1258,79.91,68.33,1897,0.663,0.948,0.1,0.0895,8,0.1054,1207,0.9497,1,1291,-6.95,1,1291,-6.95,0,-1,,1,1406,-3.47,0.0807,41.87,7,545979
80.0,0,-1,confirm,1.0,-34.98,-50.98,7.0,3430,41.98,41.98,4124,0.832,1.038,0.129,0.5429,9,0.5632,3438,0.9858,1,996,-39.65,1,996,-39.65,1,996,-39.65,1,996,-39.65,0.1279,79.81,8,547876
80.0,0,1,confirm,1.0,-81.34,-97.34,0.0,0,81.34,81.34,853,0.0,1.15,0.194,0.3247,9,0.3247,0,0.9453,1,428,-19.75,1,428,-19.75,1,428,-19.75,1,434,-20.92,0.8516,42.01,9,552000
80.0,0,-1,fallback,1.0,-29.29,-45.29,11.72,561,41.0,29.29,1870,0.3,5.021,0.066,0.7546,9,0.7693,609,0.9935,1,1161,-3.51,1,1161,-3.51,1,1161,-3.51,1,1161,-3.51,0.9453,81.34,9,552853
80.0,0,1,confirm,1.0,-1.17,-17.17,39.71,7304,40.88,50.23,9511,0.768,0.279,0.191,0.4832,12,0.5438,702,0.9826,1,92,-16.35,1,92,-16.35,1,773,-30.37,1,92,-16.35,0.9515,41.05,10,554723
80.0,0,-1,confirm,1.0,2.34,-13.66,43.22,3221,40.89,60.75,3536,0.911,2.191,0.055,0.2521,13,0.4374,2844,0.9807,1,93,-2.34,1,432,-10.51,1,432,-10.51,1,546,-8.18,0.4661,40.72,12,564234
80.0,0,1,confirm,1.0,-1.17,-17.17,39.73,383,40.9,7.01,1292,0.296,1.06,0.155,0.0792,13,0.1749,1168,0.9655,1,426,28.04,1,426,28.04,0,-1,,1,678,25.71,0.0444,41.07,13,567770
80.0,0,-1,confirm,1.0,73.62,57.62,113.36,1040,39.73,39.73,1111,0.936,0.593,0.142,0.5645,14,0.5864,974,0.9568,1,151,-1.17,1,262,-22.2,0,-1,,0,-1,,0.2521,40.74,14,569062
80.0,0,1,confirm,1.0,-68.28,-84.28,11.77,12,80.06,68.28,455,0.026,0.27,0.074,-0.538,14,-0.3083,441,0.6212,0,-1,,0,-1,,0,-1,,0,-1,,0.1356,40.19,14,570173
80.0,0,-1,fallback,1.0,-82.98,-98.98,-0.0,0,82.98,82.98,1780,0.0,4.504,0.081,0.5005,14,0.5616,1049,0.816,1,598,-37.93,1,598,-37.93,1,598,-37.93,1,609,-40.3,0.073,79.96,14,570628
80.0,0,1,fallback,1.0,-10.58,-26.58,30.57,632,41.15,29.39,1141,0.554,0.858,0.093,-0.2743,15,0.6678,1140,0.9867,1,577,11.76,1,577,11.76,1,577,11.76,1,577,11.76,0.6126,82.98,15,572408
80.0,0,-1,confirm,1.0,57.67,41.67,97.68,1139,40.01,18.83,1236,0.922,2.922,0.096,0.4329,15,0.5501,747,0.9379,0,-1,,0,-1,,0,-1,,0,-1,,0.2776,41.02,15,573549
80.0,0,1,confirm,1.0,-72.21,-88.21,9.47,741,81.68,72.21,1570,0.472,1.482,0.015,0.2119,15,0.6763,889,0.9795,1,1398,-55.63,1,1398,-55.63,1,1398,-55.63,1,1398,-55.63,0.9379,40.41,15,574785
80.0,0,-1,fallback,1.0,-29.81,-45.81,10.73,37,40.54,29.81,340,0.109,1.529,0.102,0.6442,16,0.6556,16,0.8463,0,-1,,0,-1,,0,-1,,0,-1,,0.4059,81.6,16,576355
80.0,0,1,confirm,1.0,-67.76,-83.76,11.89,39,79.65,67.76,1596,0.024,0.252,0.002,-0.5121,16,0.3082,292,0.9336,1,482,-54.68,1,482,-54.68,1,482,-54.68,1,482,-54.68,0.7011,40.58,16,576695
80.0,0,-1,confirm,1.0,5.98,-10.02,46.68,130,40.69,7.18,158,0.823,1.32,0.124,0.2014,16,0.2479,57,0.4015,0,-1,,0,-1,,0,-1,,0,-1,,0.1144,79.55,16,578291
80.0,0,1,confirm,1.0,46.71,30.71,87.43,285,40.72,-0.0,727,0.392,0.793,0.013,-0.1337,16,0.2785,601,0.7726,0,-1,,0,-1,,0,-1,,0,-1,,0.044,40.89,16,578449
80.0,0,-1,confirm,1.0,-79.87,-95.87,3.58,33,83.44,79.87,613,0.054,0.114,0.02,-0.2026,16,0.0609,474,0.7245,1,492,-64.37,0,-1,,0,-1,,0,-1,,0.0544,40.37,16,579176
80.0,0,1,fallback,1.0,66.23,50.23,107.62,1872,41.39,3.55,2474,0.757,0.365,0.064,-0.1398,17,0.4713,2287,0.9824,1,481,9.46,1,481,9.46,1,481,9.46,1,523,21.29,0.7245,83.47,17,579789
80.0,0,-1,confirm,1.0,21.15,5.15,61.09,1171,39.94,1.17,1446,0.81,0.876,0.093,0.3658,18,0.4332,961,0.9925,0,-1,,0,-1,,0,-1,,0,-1,,0.7112,40.95,17,582263
80.0,0,1,confirm,1.0,36.5,20.5,78.88,7606,42.38,28.26,7931,0.959,4.312,0.155,0.0986,20,0.5748,3451,0.9902,1,134,-14.13,1,134,-14.13,1,1449,-7.06,1,1449,-7.06,0.6824,40.19,18,583709
80.0,0,-1,confirm,1.0,30.5,14.5,70.38,6354,39.88,50.44,7136,0.89,1.077,0.051,0.3553,22,0.7207,494,0.9969,1,519,-5.87,1,519,-5.87,1,519,-5.87,1,519,-5.87,0.093,42.05,20,591640
80.0,0,1,confirm,1.0,-63.54,-79.54,16.47,922,80.01,63.54,3110,0.296,1.777,0.079,-0.0909,22,0.473,2636,0.9903,1,1030,1.18,1,1030,1.18,0,-1,,1,1156,-1.18,0.9125,40.17,22,598776
80.0,0,-1,confirm,1.0,-82.89,-98.89,-0.0,0,82.89,82.89,3254,0.0,3.312,0.037,-0.0457,23,0.552,383,0.9934,1,982,-35.52,1,982,-35.52,1,982,-35.52,1,982,-35.52,0.2588,79.88,23,601886
80.0,0,1,fallback,1.0,-41.1,-57.1,0.0,0,41.1,41.1,1638,0.0,1.613,0.197,0.4159,0,0.4216,11,0.9925,1,170,-22.31,1,170,-22.31,1,170,-22.31,1,485,-29.36,0.5789,82.89,0,605140
80.0,0,-1,confirm,1.0,28.3,12.3,69.58,669,41.27,0.0,983,0.681,0.831,0.26,0.363,0,0.43,107,0.9814,0,-1,,0,-1,,0,-1,,0,-1,,0.7472,41.1,0,606778
80.0,0,1,confirm,1.0,26.02,10.02,68.59,801,42.57,13.01,1240,0.646,0.65,0.199,-0.0212,1,0.3342,483,0.9634,1,560,52.03,1,560,52.03,1,560,52.03,0,-1,,0.9326,41.56,0,607761
80.0,0,-1,confirm,1.0,88.46,72.46,128.57,6224,40.1,31.85,6851,0.908,0.593,0.113,-0.0012,2,0.5025,3969,0.973,1,169,-21.23,1,169,-21.23,1,169,-21.23,1,188,-21.23,0.6319,42.28,1,609001
80.0,0,1,confirm,1.0,-51.17,-67.17,28.56,1513,79.73,51.17,5554,0.272,2.922,0.28,-0.0273,3,0.6372,4217,0.9938,1,173,9.52,1,173,9.52,1,173,9.52,1,173,9.52,0.0567,40.63,3,615852
80.0,0,-1,confirm,1.0,-0.0,-16.0,40.67,2568,40.67,17.94,2991,0.859,1.221,0.212,0.0317,5,0.3837,746,0.9982,1,85,7.18,1,85,7.18,1,85,7.18,1,1228,-2.39,0.1963,79.51,4,621406
80.0,0,1,confirm,1.0,51.44,35.44,92.11,7919,40.67,38.28,9386,0.844,0.718,0.204,0.0287,7,0.6572,3907,1.0,1,686,-7.18,1,686,-7.18,1,1853,3.59,1,702,-13.16,0.7003,40.84,5,624397
80.0,0,-1,confirm,1.0,57.12,41.12,97.58,2521,40.46,10.71,4049,0.623,1.088,0.06,0.0825,8,0.5277,1877,0.9997,1,279,11.9,1,279,11.9,1,279,11.9,1,368,26.18,0.2516,40.3,8,633783
80.0,0,1,confirm,1.0,-28.73,-44.73,11.97,1692,40.69,77.8,2228,0.759,0.415,0.169,-0.0454,9,0.5687,1356,0.9247,1,263,-39.5,1,263,-39.5,1,263,-39.5,1,266,-43.09,0.2925,40.86,9,637832
80.0,0,-1,confirm,1.0,14.4,-1.6,55.22,4718,40.81,70.82,4810,0.981,0.736,0.208,-0.0431,11,0.4345,3247,0.9856,1,510,-37.21,1,510,-37.21,1,510,-37.21,1,602,-34.81,0.4067,40.65,9,640060
80.0,0,1,confirm,1.0,91.36,75.36,132.23,5007,40.87,27.65,5026,0.996,4.576,0.264,0.0598,12,0.612,2782,0.9585,1,289,-4.81,1,1004,15.63,1,1004,15.63,1,1025,14.42,0.0235,41.04,11,644870
80.0,0,-1,confirm,1.0,-70.28,-86.28,13.1,24,83.38,70.28,107,0.224,1.692,0.137,-0.0076,12,0.0001,105,0.4215,0,-1,,0,-1,,0,-1,,0,-1,,0.0299,40.34,12,649896
80.0,0,1,fallback,1.0,-40.22,-56.22,1.18,2,41.4,40.22,77,0.026,1.501,0.243,0.0023,12,0.0147,0,0.1173,0,-1,,0,-1,,0,-1,,0,-1,,0.1888,83.49,12,650003
80.0,0,-1,confirm,1.0,10.69,-5.31,51.07,1793,40.38,13.06,2824,0.635,3.036,0.134,-0.2042,13,0.3175,2391,0.9267,1,512,23.75,1,512,23.75,0,-1,,1,588,23.75,0.0053,41.4,12,650080
80.0,0,1,confirm,1.0,85.6,69.6,127.21,1403,41.61,24.97,1813,0.774,0.941,0.129,0.0779,13,0.2098,504,0.9485,1,1232,84.41,1,1232,84.41,1,1232,84.41,0,-1,,0.2872,40.59,13,652904
80.0,0,-1,confirm,1.0,8.25,-7.75,50.69,587,42.44,8.25,790,0.743,1.172,0.143,-0.1434,14,0.0691,277,0.8758,1,279,15.32,0,-1,,0,-1,,0,-1,,0.3604,41.09,13,654717
80.0,0,1,confirm,1.0,-82.59,-98.59,0.0,0,82.59,82.59,957,0.0,0.285,0.0,-0.0236,14,0.4451,524,0.8255,1,133,-11.8,1,680,-67.25,1,680,-67.25,0,-1,,0.261,42.65,14,655507
80.0,0,-1,fallback,1.0,-36.88,-52.88,7.14,35,44.02,36.88,191,0.183,2.48,0.148,-0.0841,14,0.0235,167,0.2752,0,-1,,0,-1,,0,-1,,0,-1,,0.1522,82.59,14,656464
80.0,0,1,confirm,1.0,15.41,-0.59,56.89,2248,41.48,35.56,2457,0.915,1.358,0.138,-0.0653,15,0.283,346,0.9323,1,470,-27.26,1,470,-27.26,1,470,-27.26,1,663,5.93,0.3171,44.05,14,656655
80.0,0,-1,confirm,1.0,11.83,-4.17,54.44,410,42.6,0.0,864,0.475,2.531,0.199,-0.014,15,0.2148,30,0.9204,1,169,7.1,1,169,7.1,1,169,7.1,1,177,8.28,0.1138,41.25,15,659112
80.0,0,1,confirm,1.0,28.44,12.44,68.72,1031,40.28,-0.0,1266,0.814,0.311,0.067,0.3318,15,0.4337,1112,0.9153,1,272,41.47,1,272,41.47,1,272,41.47,1,503,43.84,0.4941,42.84,15,659976
80.0,0,-1,confirm,1.0,10.63,-5.37,50.8,499,40.17,61.44,557,0.896,1.34,0.095,-0.0043,15,0.096,407,0.8086,1,409,-10.63,0,-1,,0,-1,,0,-1,,0.1159,40.01,15,661242
80.0,0,1,confirm,1.0,63.87,47.87,105.26,273,41.4,26.02,393,0.695,3.244,0.073,0.224,15,0.2502,361,0.9077,0,-1,,0,-1,,0,-1,,0,-1,,0.2379,40.38,15,661799
80.0,0,-1,confirm,1.0,44.66,28.66,85.79,1750,41.13,15.28,1831,0.956,1.635,0.156,-0.0491,16,0.2102,1430,0.9371,1,593,-10.58,1,593,-10.58,1,1510,58.76,1,593,-10.58,0.5821,40.96,15,662192
80.0,0,1,confirm,1.0,-73.19,-89.19,10.62,184,83.82,73.19,1174,0.157,0.401,0.038,0.2257,16,0.593,579,0.982,1,286,-22.43,1,286,-22.43,1,286,-22.43,1,319,-27.15,0.7198,41.49,16,664023
80.0,0,-1,fallback,1.0,1.19,-14.81,41.62,146,40.43,20.22,367,0.398,1.86,0.175,0.291,16,0.372,80,0.4427,0,-1,,0,-1,,0,-1,,0,-1,,0.8538,83.73,16,665197
80.0,0,1,confirm,1.0,5.95,-10.05,48.76,622,42.82,16.65,1086,0.573,3.525,0.153,0.0782,17,0.2884,864,0.8734,1,315,4.76,1,531,10.7,1,1086,5.95,0,-1,,0.322,40.6,16,665564
80.0,0,-1,confirm,1.0,46.36,30.36,89.15,1900,42.79,28.53,2208,0.861,1.424,0.06,0.2101,17,0.4213,959,0.9838,0,-1,,0,-1,,0,-1,,0,-1,,0.3298,42.61,17,666650
80.0,0,1,confirm,1.0,-4.78,-20.78,40.6,138,45.38,4.78,167,0.826,0.882,0.113,-0.2872,17,-0.2447,13,0.7306,0,-1,,0,-1,,0,-1,,0,-1,,0.4365,43.18,17,668858
80.0,0,-1,confirm,1.0,-0.0,-16.0,43.01,3622,43.01,41.82,3792,0.955,2.708,0.081,-0.0189,18,0.3887,1245,0.9887,1,599,-27.48,1,599,-27.48,1,599,-27.48,1,599,-27.48,0.0378,45.2,17,669025
80.0,0,1,confirm,1.0,-51.37,-67.37,28.67,398,80.05,51.37,1766,0.225,0.254,0.235,0.2858,19,0.3896,587,0.9873,1,353,23.89,1,353,23.89,1,709,-3.58,1,709,-3.58,0.2989,43.2,18,672817
80.0,0,-1,confirm,1.0,-38.43,-54.43,4.8,2,43.23,38.43,487,0.004,0.422,0.2,0.1698,19,0.2392,258,0.9024,1,231,-6.0,1,231,-6.0,1,268,-2.4,1,417,-33.63,0.3826,79.82,19,674583
80.0,0,1,confirm,1.0,-75.37,-91.37,4.79,478,80.15,75.37,2173,0.22,0.533,0.081,0.3335,19,0.4573,248,0.9751,1,1130,-49.05,1,1130,-49.05,1,1130,-49.05,1,1131,-55.03,0.8991,43.25,19,675070
80.0,0,-1,fallback,1.0,-19.29,-35.29,21.7,129,40.98,19.29,336,0.384,1.687,0.143,0.4871,20,0.4871,129,0.6053,0,-1,,0,-1,,0,-1,,0,-1,,0.3966,80.11,20,677243
