theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
100.0,0,1,fallback,1.0,-23.79,-39.79,26.51,174,50.3,23.79,658,0.264,2.257,0.147,0.4453,11,0.5066,312,0.7489,0,-1,,0,-1,,0,-1,,0,-1,,0.6215,102.24,11,473759
100.0,0,-1,confirm,1.0,78.98,62.98,130.66,1682,51.68,16.5,2353,0.715,1.846,0.041,0.1752,12,0.5076,335,0.864,1,480,10.5,1,480,10.5,1,480,10.5,1,647,17.81,0.6355,50.17,11,474417
100.0,0,1,confirm,1.0,90.53,74.53,141.85,2847,51.32,6.85,3604,0.79,1.674,0.081,0.3081,13,0.4091,1909,0.8903,1,139,-2.8,1,139,-2.8,1,2509,124.79,1,1239,88.1,0.6097,52.36,12,476770
100.0,0,-1,confirm,1.0,-66.18,-82.18,40.54,362,106.72,66.18,5472,0.066,2.172,0.293,0.3297,13,0.5674,4011,0.8747,1,1069,11.32,1,1069,11.32,1,1069,11.32,1,1336,17.29,0.2426,50.6,13,480374
100.0,0,1,fallback,1.0,-25.81,-41.81,24.82,1365,50.63,25.81,1993,0.685,1.354,0.08,0.4926,15,0.5048,1159,0.9389,1,599,-1.83,1,599,-1.83,1,599,-1.83,1,599,-1.83,0.3107,107.16,14,485846
100.0,0,-1,confirm,1.0,38.36,22.36,89.37,5607,51.0,25.93,7067,0.793,1.488,0.253,0.1792,17,0.5445,723,0.9269,1,807,1.53,1,807,1.53,1,807,1.53,1,2413,11.52,0.7778,50.5,15,487839
100.0,0,1,confirm,1.0,-16.46,-32.46,33.9,15314,50.36,73.93,16383,0.935,2.028,0.308,0.1131,21,0.5975,1477,0.9794,1,202,-24.0,1,202,-24.0,1,202,-24.0,1,419,-33.74,0.5502,51.46,17,494906
100.0,0,-1,confirm,1.0,124.41,108.41,173.62,10097,49.21,10.7,12036,0.839,1.559,0.143,0.2479,0,0.6185,1043,0.9757,1,1653,25.5,1,1653,25.5,1,1653,25.5,1,2179,27.71,0.626,50.19,22,511289
100.0,0,1,confirm,1.0,75.25,59.25,125.9,15169,50.65,30.53,21905,0.692,2.549,0.278,0.3048,5,0.7343,9682,0.9813,1,1100,9.69,1,1100,9.69,1,1100,9.69,1,1101,9.62,0.4445,50.08,1,523325
100.0,0,-1,confirm,1.0,57.73,41.73,112.17,14096,54.44,1.3,16575,0.85,1.723,0.21,0.3109,11,0.6757,105,0.9806,1,686,12.55,1,686,12.55,1,686,12.55,1,705,11.67,0.8069,50.02,7,545230
100.0,0,1,confirm,1.0,-90.92,-106.92,8.32,221,99.25,90.92,4949,0.045,1.051,0.27,0.475,12,0.475,221,0.954,1,893,-9.05,1,893,-9.05,1,893,-9.05,1,905,-9.05,0.8655,55.06,12,561805
100.0,0,-1,confirm,1.0,-32.69,-48.69,18.2,717,50.89,37.98,1382,0.519,1.33,0.071,0.2345,13,0.2345,717,0.7827,1,404,-35.49,1,404,-35.49,1,1048,-28.05,0,-1,,0.6896,99.16,13,566754
100.0,0,1,confirm,1.0,-90.09,-106.09,9.29,214,99.38,90.09,1671,0.128,0.774,0.083,-0.0816,13,0.0201,727,0.7022,0,-1,,0,-1,,0,-1,,0,-1,,0.3388,50.98,13,568136
100.0,0,-1,confirm,1.0,71.14,55.14,121.33,1871,50.18,5.46,2527,0.74,2.471,0.136,0.1984,14,0.3552,122,0.759,1,642,18.09,1,642,18.09,1,642,18.09,1,2467,77.57,0.4746,99.29,14,569807
100.0,0,1,confirm,1.0,-63.98,-79.98,38.25,991,102.23,63.98,3479,0.285,0.376,0.165,0.2892,15,0.3471,925,0.8355,1,1460,-5.09,1,1460,-5.09,1,1460,-5.09,1,1524,-1.1,0.3633,50.8,14,572334
100.0,0,-1,fallback,1.0,-14.82,-30.82,36.17,1410,50.99,22.47,2170,0.65,1.623,0.067,0.3613,16,0.3815,1609,0.8087,1,2037,5.23,1,2037,5.23,1,2037,5.23,0,-1,,0.0543,101.84,15,575813
100.0,0,1,confirm,1.0,79.3,63.3,129.97,6356,50.68,61.7,7879,0.807,3.501,0.112,0.0613,18,0.4392,4092,0.9707,1,309,-34.08,1,309,-34.08,1,309,-34.08,1,401,-57.05,0.7081,51.18,16,577983
100.0,0,-1,confirm,1.0,-92.64,-108.64,8.43,35,101.08,92.64,5443,0.006,0.659,0.183,0.4084,18,0.411,34,0.9305,1,420,-13.45,1,420,-13.45,1,420,-13.45,1,1112,-24.33,0.07,50.03,18,585862
100.0,0,1,fallback,1.0,-42.93,-58.93,7.53,17,50.46,42.93,3907,0.004,2.523,0.241,0.0581,20,0.3113,1785,0.9355,1,551,-34.55,1,551,-34.55,1,551,-34.55,1,593,-34.55,0.4864,101.16,20,591305
100.0,0,-1,confirm,1.0,14.26,-1.74,64.88,8129,50.63,2.9,9928,0.819,4.597,0.314,0.51,23,0.5352,1591,0.9583,1,545,24.16,1,545,24.16,1,545,24.16,1,620,16.58,0.4477,50.42,21,595212
100.0,0,1,confirm,1.0,-83.89,-99.89,16.97,3561,100.87,83.89,7896,0.451,0.438,0.178,0.0018,1,0.3181,1531,0.9935,1,611,-14.33,1,611,-14.33,1,1741,-42.52,1,666,-20.31,0.8387,50.96,0,605140
100.0,0,-1,fallback,1.0,-31.79,-47.79,18.8,2208,50.6,31.84,4303,0.513,0.949,0.096,0.3425,2,0.7136,0,0.9138,1,623,-13.58,1,623,-13.58,1,623,-13.58,1,1185,-2.51,0.8037,100.69,2,613036
100.0,0,1,confirm,1.0,-12.62,-28.62,40.03,14751,52.66,75.67,18225,0.809,1.504,0.17,-0.3897,7,0.5334,14967,0.9748,1,340,-17.86,1,340,-17.86,1,340,-17.86,1,362,-14.31,0.4696,50.69,3,617339
100.0,0,-1,confirm,1.0,59.87,43.87,110.64,2940,50.78,6.38,3247,0.905,5.981,0.284,0.5266,9,0.7178,4,0.9269,1,853,40.91,1,853,40.91,1,853,40.91,1,1014,42.92,0.7878,52.45,8,635564
100.0,0,1,confirm,1.0,7.01,-8.99,58.26,3894,51.25,-0.0,5849,0.666,1.146,0.315,0.1642,10,0.5271,4199,0.9096,1,751,51.24,1,751,51.24,1,751,51.24,1,820,34.77,0.572,51.34,9,638811
100.0,0,-1,confirm,1.0,-58.41,-74.41,44.62,119,103.04,58.41,5157,0.023,2.256,0.193,0.2157,11,0.4869,2034,0.8955,1,731,-7.06,1,731,-7.06,1,731,-7.06,1,2569,10.64,0.678,50.95,11,644660
100.0,0,1,fallback,1.0,18.4,2.4,69.78,188,51.38,5.29,303,0.62,1.837,0.239,0.2279,12,0.3318,4,0.5124,0,-1,,0,-1,,0,-1,,0,-1,,0.4048,103.5,12,649817
100.0,0,-1,confirm,1.0,-75.72,-91.72,27.31,3099,103.03,75.72,3710,0.835,0.65,0.043,0.2314,13,0.473,1746,0.9234,1,3282,8.24,1,3282,8.24,1,3282,8.24,1,3283,-7.21,0.4522,51.03,12,650120
100.0,0,1,fallback,1.0,6.99,-9.01,59.0,760,52.02,6.22,1263,0.602,1.228,0.087,0.0955,13,0.2665,0,0.6195,1,1030,17.74,1,1030,17.74,1,1030,17.74,0,-1,,0.8135,103.31,13,653830
100.0,0,-1,confirm,1.0,-1.44,-17.44,49.62,3558,51.06,21.73,3676,0.968,0.604,0.089,-0.0148,14,0.4827,2236,0.8743,1,482,-15.29,1,482,-15.29,1,1491,17.49,1,1595,-3.08,0.0285,51.71,13,655093
100.0,0,1,confirm,1.0,18.03,2.03,69.52,2815,51.5,45.06,2930,0.961,3.46,0.133,0.1482,15,0.2085,661,0.8081,1,472,-27.96,1,472,-27.96,1,731,-40.87,1,1188,-18.85,0.475,51.31,14,658769
100.0,0,-1,confirm,1.0,-84.6,-100.6,16.38,44,100.98,84.6,358,0.123,1.21,0.019,0.2796,15,0.3486,0,0.7871,0,-1,,0,-1,,0,-1,,0,-1,,0.6591,51.14,15,661699
100.0,0,1,fallback,1.0,-39.6,-55.6,12.26,16,51.86,39.6,440,0.036,1.691,0.099,0.0085,15,0.3309,286,0.5486,0,-1,,0,-1,,0,-1,,0,-1,,0.0498,101.15,15,662057
100.0,0,-1,confirm,1.0,43.19,27.19,94.69,2944,51.5,14.07,3529,0.834,1.195,0.229,0.3716,16,0.3732,2945,0.9064,1,1038,31.5,1,1038,31.5,1,1038,31.5,1,1272,34.23,0.547,51.79,16,662497
100.0,0,1,confirm,1.0,-84.39,-100.39,17.35,247,101.74,84.39,1908,0.129,0.834,0.132,0.4542,17,0.5526,52,0.8438,1,452,-4.82,1,452,-4.82,1,452,-4.82,1,536,-12.94,0.5632,51.99,17,666026
100.0,0,-1,fallback,1.0,-39.1,-55.1,11.69,616,50.78,39.1,972,0.634,0.526,0.033,0.2749,17,0.5358,515,0.9465,1,868,-25.35,1,868,-25.35,1,868,-25.35,0,-1,,0.0284,101.56,17,667934
100.0,0,1,confirm,1.0,-70.17,-86.17,29.85,1065,100.02,70.17,12127,0.088,1.683,0.195,-0.0083,18,0.6268,3139,0.9801,1,323,-17.75,1,323,-17.75,1,3012,-27.75,1,607,5.27,0.1415,50.84,17,668906
100.0,0,-1,confirm,1.0,17.34,1.34,69.71,4184,52.36,30.04,4867,0.86,3.451,0.163,-0.0095,22,0.5861,204,0.9489,1,594,-8.01,1,594,-8.01,1,594,-8.01,1,700,-10.21,0.1879,99.72,21,681033
100.0,0,1,confirm,1.0,101.56,85.56,152.67,11417,51.11,42.4,14250,0.801,7.874,0.252,0.3252,1,0.7132,9494,0.9554,1,1306,-4.11,1,1306,-4.11,1,1306,-4.11,1,1309,-4.11,0.2875,52.73,22,685900
100.0,0,-1,confirm,1.0,-87.6,-103.6,17.1,322,104.7,87.6,5194,0.062,1.249,0.205,0.0934,2,0.4945,4,0.9539,1,245,6.78,1,245,6.78,1,245,6.78,1,1167,3.45,0.3661,50.34,2,700150
100.0,0,1,fallback,1.0,13.45,-2.55,64.25,8969,50.8,7.82,11269,0.796,1.254,0.146,0.1519,6,0.5112,2932,0.969,1,631,4.45,1,631,4.45,1,631,4.45,1,1598,6.74,0.7787,104.88,3,705344
100.0,0,-1,confirm,1.0,-90.39,-106.39,10.53,588,100.92,90.39,16084,0.037,1.729,0.191,0.4675,7,0.7891,82,0.9832,1,1093,-13.01,1,1093,-13.01,1,1093,-13.01,1,1187,-9.97,0.6278,50.48,7,716613
100.0,0,1,fallback,1.0,-49.67,-65.67,2.0,54,51.67,49.67,2974,0.018,2.467,0.178,0.3074,11,0.4043,0,0.8333,1,410,-25.39,1,410,-25.39,1,410,-25.39,1,474,-23.62,0.8939,101.03,11,732697
100.0,0,-1,confirm,1.0,16.13,0.13,66.49,559,50.36,0.0,1031,0.542,2.926,0.166,0.2658,12,0.3871,519,0.8692,0,-1,,0,-1,,0,-1,,0,-1,,0.0019,51.66,12,735671
100.0,0,1,confirm,1.0,14.81,-1.19,65.33,4542,50.52,24.05,5265,0.863,1.042,0.125,0.0398,13,0.4833,2614,0.9367,1,1482,14.49,1,1482,14.49,1,1482,14.49,1,1519,11.72,0.0482,50.7,12,736702
100.0,0,-1,confirm,1.0,9.63,-6.37,59.92,3318,50.29,23.2,3997,0.83,4.287,0.245,0.3779,15,0.5359,2642,0.9249,1,1304,-0.63,1,1304,-0.63,1,1304,-0.63,1,1423,-17.12,0.6692,50.19,14,741967
100.0,0,1,confirm,1.0,45.87,29.87,97.6,8417,51.72,81.67,8566,0.983,1.929,0.243,0.3053,17,0.4509,1729,0.9533,1,84,-18.68,1,1987,-34.58,1,1987,-34.58,1,2161,-38.72,0.7199,50.59,15,745964
100.0,0,-1,confirm,1.0,-99.45,-115.45,1.94,2,101.38,99.45,1603,0.001,0.435,0.129,-0.2164,17,0.076,500,0.7322,1,509,-25.39,0,-1,,0,-1,,0,-1,,0.521,51.22,17,754530
100.0,0,1,fallback,1.0,-48.53,-64.53,1.6,13,50.14,48.53,190,0.068,1.257,0.087,0.2102,18,0.217,2,0.4919,0,-1,,0,-1,,0,-1,,0,-1,,0.3751,101.4,18,756133
100.0,0,-1,confirm,1.0,-19.81,-35.81,31.23,9639,51.05,73.23,11285,0.854,0.943,0.215,0.2232,20,0.4822,8434,0.9857,1,816,-8.36,1,816,-8.36,1,816,-8.36,1,839,-9.74,0.3917,50.13,18,756323
100.0,0,1,confirm,1.0,-59.67,-75.67,42.45,26279,102.12,59.67,32549,0.807,0.988,0.267,0.2981,4,0.7551,10472,0.9962,1,132,-8.18,1,132,-8.18,1,2804,-11.01,1,650,-9.12,0.0763,51.21,21,767608
100.0,0,-1,fallback,1.0,8.61,-7.39,60.07,1374,51.46,0.0,6054,0.227,1.258,0.238,0.3761,6,0.6982,312,0.9656,1,612,9.27,1,612,9.27,1,612,9.27,1,715,8.0,0.6887,101.69,6,800157
100.0,0,1,confirm,1.0,74.71,58.71,125.66,5854,50.96,9.84,8966,0.653,1.838,0.329,0.4448,9,0.6374,5498,0.9854,1,2075,54.94,1,2075,54.94,1,2075,54.94,1,2091,53.35,0.4445,51.77,7,806211
100.0,0,-1,confirm,1.0,40.9,24.9,91.21,11807,50.3,39.68,12849,0.919,1.526,0.085,0.0724,13,0.6835,214,0.9774,1,638,-19.97,1,638,-19.97,1,638,-19.97,1,732,-16.97,0.4753,50.32,10,815177
100.0,0,1,confirm,1.0,14.5,-1.5,65.06,2206,50.56,8.16,2956,0.746,2.211,0.115,0.3216,14,0.4016,2179,0.8231,1,747,4.13,1,747,4.13,1,747,4.13,1,810,-0.27,0.3579,50.76,14,828026
100.0,0,-1,confirm,1.0,-101.54,-117.54,-0.0,0,101.54,101.54,663,0.0,0.821,0.193,0.2698,14,0.2698,0,0.7979,1,185,-54.97,1,185,-54.97,1,185,-54.97,1,192,-68.77,0.1884,50.23,14,830982
100.0,0,1,fallback,1.0,-5.93,-21.93,44.68,855,50.61,33.22,1786,0.479,0.56,0.183,0.3703,15,0.4059,769,0.7426,1,1214,19.35,1,1214,19.35,1,1214,19.35,1,1257,22.15,0.4391,101.54,15,831645
100.0,0,-1,confirm,1.0,35.59,19.59,87.33,1951,51.74,2.71,2553,0.764,2.417,0.171,0.1749,16,0.3328,272,0.8496,1,1812,60.69,1,1812,60.69,1,1812,60.69,1,2526,45.58,0.1877,50.38,15,833431
100.0,0,1,confirm,1.0,-57.33,-73.33,42.15,3182,99.48,57.33,16468,0.193,1.332,0.285,0.3515,17,0.6968,8162,0.959,1,600,0.32,1,600,0.32,1,600,0.32,1,605,-1.31,0.4915,52.2,16,835984
100.0,0,-1,confirm,1.0,-38.1,-54.1,11.97,415,50.08,38.1,17428,0.024,0.886,0.199,0.343,20,0.8651,13827,0.9961,1,697,2.21,1,697,2.21,1,697,2.21,1,1069,1.96,0.5984,99.06,20,852452
100.0,0,1,confirm,1.0,48.38,32.38,99.21,50625,50.83,40.94,52061,0.972,0.891,0.175,0.0165,15,0.7678,28018,0.9957,1,1686,10.66,1,1686,10.66,1,1686,10.66,1,1686,10.66,0.056,50.14,1,869880
100.0,0,-1,confirm,1.0,-86.87,-102.87,15.83,2710,102.7,86.87,20142,0.135,0.702,0.113,0.2758,16,0.6656,6859,0.9931,1,556,-9.99,1,556,-9.99,1,556,-9.99,1,557,-11.21,0.7033,50.33,16,921941
100.0,0,1,fallback,1.0,-24.2,-40.2,27.94,57,52.14,24.2,1161,0.049,7.117,0.494,0.456,21,0.5076,0,0.9094,1,642,-17.7,1,642,-17.7,1,642,-17.7,1,642,-17.7,0.1367,102.86,21,942083
100.0,0,-1,confirm,1.0,33.7,17.7,86.82,60688,53.12,44.08,66259,0.916,0.47,0.082,0.5622,14,0.8255,27199,0.9912,1,470,-2.07,1,470,-2.07,1,2592,-12.09,1,672,5.02,0.4579,52.0,22,943244
100.0,0,1,confirm,1.0,62.78,46.78,115.26,17636,52.48,82.13,18267,0.965,5.969,0.466,0.5533,21,0.7792,15011,0.9909,1,600,-4.53,1,600,-4.53,1,600,-4.53,1,600,-4.53,0.7216,53.59,16,1009503
100.0,0,-1,confirm,1.0,-117.31,-133.31,1.86,2,119.17,117.31,676,0.003,0.724,0.072,-0.0126,21,0.0529,271,0.6843,1,290,-48.25,0,-1,,0,-1,,0,-1,,0.7236,51.89,21,1027770
100.0,0,1,fallback,1.0,-5.0,-21.0,45.28,587,50.28,28.76,1064,0.552,1.403,0.123,0.5373,21,0.7541,1,0.8538,0,-1,,0,-1,,0,-1,,0,-1,,0.0627,119.19,21,1028446
100.0,0,-1,confirm,1.0,8.77,-7.23,59.53,548,50.76,30.02,933,0.587,1.465,0.146,0.1217,22,0.1262,531,0.7149,1,200,-19.88,1,596,55.17,0,-1,,0,-1,,0.5729,50.05,21,1029510
100.0,0,1,confirm,1.0,43.2,27.2,93.79,7255,50.59,42.89,8593,0.844,3.47,0.165,0.2738,0,0.4332,4531,0.9042,1,146,-28.39,1,146,-28.39,1,1115,-13.17,1,224,-39.07,0.5621,51.07,22,1030443
100.0,0,-1,confirm,1.0,-69.05,-85.05,31.73,1666,100.78,69.05,38054,0.044,1.463,0.285,0.659,1,0.7157,36872,0.9831,1,3669,-1.8,1,3669,-1.8,1,3669,-1.8,1,3706,-6.1,0.7296,50.12,0,1039036
100.0,0,1,fallback,1.0,90.48,74.48,141.56,8070,51.08,12.83,8917,0.905,0.389,0.128,0.1904,13,0.287,103,0.9365,1,847,43.43,1,847,43.43,1,847,43.43,1,1016,32.19,0.4761,101.1,11,1077090
100.0,0,-1,confirm,1.0,-54.45,-70.45,46.85,1852,101.3,54.45,7550,0.245,1.148,0.051,0.2635,14,0.3492,2004,0.7991,1,603,-0.3,1,603,-0.3,1,603,-0.3,1,618,-0.9,0.0462,50.37,13,1086007
100.0,0,1,fallback,1.0,-4.02,-20.02,47.4,842,51.42,4.02,4629,0.182,0.879,0.064,0.2669,15,0.4316,61,0.957,1,671,33.04,1,671,33.04,1,671,33.04,1,941,26.95,0.1731,101.77,15,1093557
100.0,0,-1,confirm,1.0,36.13,20.13,85.85,8215,49.72,3.54,9453,0.869,4.078,0.419,0.3197,19,0.5381,273,0.9452,1,1361,11.46,1,1361,11.46,1,1361,11.46,1,2395,13.86,0.2981,51.18,17,1098186
100.0,0,1,confirm,1.0,-92.56,-108.56,6.61,276,99.16,92.56,23516,0.012,0.742,0.125,0.2355,19,0.59,8831,0.9725,1,322,-3.28,1,322,-3.28,1,322,-3.28,1,353,-10.98,0.2517,50.15,19,1107639
100.0,0,-1,confirm,1.0,16.48,0.48,66.35,4132,49.86,10.82,4450,0.929,2.849,0.38,0.226,3,0.6047,2782,0.9653,1,137,3.1,1,137,3.1,1,1667,27.44,1,579,5.01,0.3983,99.1,2,1131155
100.0,0,1,confirm,1.0,101.71,85.71,153.45,19755,51.74,26.91,21142,0.934,0.965,0.311,0.3689,8,0.7305,11274,0.9939,1,526,11.59,1,526,11.59,1,526,11.59,1,526,11.59,0.9233,50.19,3,1135605
100.0,0,-1,confirm,1.0,57.78,41.78,107.86,15493,50.09,25.11,17164,0.903,2.132,0.093,0.3145,13,0.5558,13957,0.9831,1,1022,-4.71,1,1022,-4.71,1,1022,-4.71,1,1022,-4.71,0.2325,50.96,9,1156747
100.0,0,1,confirm,1.0,-100.43,-116.43,0.04,2,100.47,100.43,1071,0.002,0.613,0.21,-0.1308,14,-0.0039,351,0.8729,0,-1,,0,-1,,0,-1,,0,-1,,0.6484,50.63,14,1173911
100.0,0,-1,fallback,1.0,-14.63,-30.63,36.45,632,51.08,20.88,1002,0.631,1.11,0.091,0.2614,14,0.639,9,0.7423,0,-1,,0,-1,,0,-1,,0,-1,,0.3399,100.47,14,1174982
100.0,0,1,confirm,1.0,31.36,15.36,82.2,12249,50.84,13.09,13551,0.904,1.852,0.301,0.3861,18,0.5929,11566,0.9729,1,419,0.14,1,419,0.14,1,2390,17.66,1,563,-9.65,0.6852,51.26,14,1175984
100.0,0,-1,confirm,1.0,2.15,-13.85,51.9,3106,49.75,10.32,9714,0.32,0.739,0.157,0.0599,19,0.6161,4600,0.9813,1,2341,30.13,1,5065,35.31,1,5065,35.31,1,5065,35.31,0.3726,50.42,18,1189535
100.0,0,1,confirm,1.0,-62.28,-78.28,37.34,18991,99.62,62.28,37967,0.5,3.781,0.395,0.4112,2,0.8321,30184,0.9994,1,187,2.32,1,595,-15.58,1,595,-15.58,1,595,-15.58,0.2689,50.01,21,1199249
100.0,0,-1,confirm,1.0,-15.65,-31.65,34.59,845,50.24,15.65,1086,0.778,6.208,0.353,0.5386,7,0.5872,823,0.8576,1,425,-9.26,1,425,-9.26,1,425,-9.26,0,-1,,0.871,99.25,7,1237216
100.0,0,1,confirm,1.0,-96.91,-112.91,2.14,2,99.05,96.91,2764,0.001,0.936,0.069,-0.341,7,0.1533,372,0.8821,1,459,-16.27,1,459,-16.27,0,-1,,1,496,-20.12,0.7097,50.42,7,1238302
100.0,0,-1,confirm,1.0,7.63,-8.37,58.43,9180,50.79,20.37,14408,0.637,0.872,0.155,0.0729,11,0.4809,46,0.9913,1,1052,-5.94,1,1052,-5.94,1,1052,-5.94,1,1270,-1.98,0.3781,99.03,8,1241066
100.0,0,1,confirm,1.0,36.54,20.54,87.3,5463,50.75,6.91,6812,0.802,2.879,0.229,0.4827,14,0.6945,1381,0.9745,1,832,18.9,1,832,18.9,1,832,18.9,1,2052,26.53,0.309,51.09,12,1255474
100.0,0,-1,confirm,1.0,1.98,-14.02,53.74,577,51.76,11.08,730,0.79,5.647,0.256,0.3003,14,0.3388,566,0.7608,1,450,0.92,1,450,0.92,1,450,0.92,0,-1,,0.7586,50.31,14,1262286
100.0,0,1,confirm,1.0,151.55,135.55,203.5,5900,51.95,20.17,6048,0.976,3.11,0.256,0.201,16,0.4841,5989,0.8672,1,2245,28.34,1,2245,28.34,1,2245,28.34,1,2245,28.34,0.4891,52.04,14,1263016
100.0,0,-1,confirm,1.0,143.84,127.84,193.76,5678,49.93,13.01,5736,0.99,3.149,0.23,0.1297,18,0.5226,1328,0.9809,1,835,20.56,1,835,20.56,1,835,20.56,1,835,20.56,0.5463,50.91,16,1269064
100.0,0,1,confirm,1.0,19.65,3.65,70.73,1523,51.08,1.4,1622,0.939,1.387,0.069,-0.0467,18,0.1406,1065,0.8004,1,528,38.82,1,620,38.19,0,-1,,1,752,29.91,0.0088,50.91,18,1274800
100.0,0,-1,confirm,1.0,-100.92,-116.92,0.39,59,101.31,100.92,589,0.1,0.702,0.029,0.024,18,0.0474,0,0.6756,0,-1,,0,-1,,0,-1,,0,-1,,0.6799,50.72,18,1276422
100.0,0,1,fallback,1.0,-35.48,-51.48,14.63,20,50.12,35.48,788,0.025,2.662,0.189,0.1765,18,0.1974,1,0.8847,1,634,-7.37,1,634,-7.37,0,-1,,0,-1,,0.2996,101.31,18,1277011
100.0,0,-1,confirm,1.0,120.39,104.39,170.29,1443,49.9,0.0,1526,0.946,2.477,0.175,0.3467,19,0.3636,1457,0.8615,1,446,31.17,1,1013,56.97,0,-1,,0,-1,,0.3788,50.05,18,1277799
100.0,0,1,confirm,1.0,-95.22,-111.22,5.68,9,100.9,95.22,1008,0.009,0.942,0.043,-0.2502,19,-0.0556,899,0.5128,0,-1,,0,-1,,0,-1,,0,-1,,0.5537,50.77,19,1279325
100.0,0,-1,fallback,1.0,-3.29,-19.29,46.48,667,49.77,17.21,1413,0.472,5.189,0.094,0.3169,19,0.3416,545,0.7261,1,20,-14.23,1,20,-14.23,1,869,11.43,1,1267,4.04,0.4778,100.84,19,1280333
100.0,0,1,confirm,1.0,24.45,8.45,75.56,18596,51.11,62.47,20971,0.887,0.957,0.25,0.4861,1,0.5986,17317,0.9891,1,440,7.26,1,440,7.26,1,440,7.26,1,1730,6.04,0.3672,50.0,20,1281746
100.0,0,-1,confirm,1.0,71.23,55.23,121.12,11768,49.89,46.43,13481,0.873,0.901,0.197,0.5664,5,0.5935,11708,0.9881,1,589,-18.73,1,589,-18.73,1,589,-18.73,1,622,-20.28,0.7022,50.73,1,1302717
100.0,0,1,confirm,1.0,46.28,30.28,97.17,9180,50.89,26.24,12920,0.711,0.921,0.123,-0.3931,8,0.7396,3181,0.966,1,1770,-3.12,1,1770,-3.12,1,1770,-3.12,1,1823,-8.12,0.1407,50.51,5,1316198
100.0,0,-1,confirm,1.0,17.56,1.56,67.44,9054,49.88,25.46,11881,0.762,4.832,0.273,0.4979,11,0.5685,4618,0.9906,1,172,-11.83,1,172,-11.83,1,172,-11.83,1,203,-19.86,0.4139,50.4,9,1329118
100.0,0,1,confirm,1.0,-62.51,-78.51,37.99,2514,100.49,62.51,4670,0.538,0.713,0.201,0.3069,13,0.4419,3395,0.8938,1,585,-3.94,1,585,-3.94,1,585,-3.94,1,601,-4.13,0.7217,50.22,12,1340999
100.0,0,-1,fallback,1.0,-50.43,-66.43,-0.0,0,50.43,50.43,133,0.0,1.729,0.16,0.1753,13,0.1763,7,0.7165,0,-1,,0,-1,,0,-1,,0,-1,,0.5887,100.11,13,1345669
100.0,0,1,confirm,1.0,-86.67,-102.67,12.51,2045,99.18,86.67,5097,0.401,2.732,0.237,0.0852,14,0.4291,3058,0.9482,1,423,-20.24,1,506,-22.42,1,506,-22.42,1,542,-34.98,0.712,50.43,13,1345802
100.0,0,-1,confirm,1.0,149.14,133.14,200.15,2615,51.01,4.89,2874,0.91,1.762,0.155,0.3571,15,0.5573,1551,0.8,1,717,27.09,1,717,27.09,1,717,27.09,1,757,29.89,0.2209,99.06,15,1350899
100.0,0,1,confirm,1.0,2.88,-13.12,54.58,8683,51.7,55.24,10486,0.828,0.346,0.245,0.4117,18,0.4787,6702,0.9899,1,1712,-6.55,1,1712,-6.55,1,1712,-6.55,1,2423,15.96,0.2737,52.05,16,1353773
100.0,0,-1,confirm,1.0,-98.9,-114.9,2.31,3,101.21,98.9,4957,0.001,0.731,0.175,0.2345,18,0.3043,282,0.8487,1,518,-9.31,1,518,-9.31,1,518,-9.31,1,603,-11.49,0.5435,51.42,18,1364259
100.0,0,1,fallback,1.0,-48.44,-64.44,1.61,7,50.05,48.44,3178,0.002,1.876,0.236,0.028,20,0.2004,3077,0.7177,1,180,-22.68,1,180,-22.68,1,3117,-41.02,1,1771,-32.39,0.5918,101.23,20,1369216
100.0,0,-1,confirm,1.0,39.04,23.04,89.3,21960,50.26,25.62,22112,0.993,0.555,0.295,0.568,3,0.7541,21718,0.9698,1,696,-12.93,1,696,-12.93,1,696,-12.93,1,1312,-4.61,0.4975,50.04,21,1372394
100.0,0,1,confirm,1.0,-5.94,-21.94,44.52,35030,50.46,61.69,35812,0.978,2.581,0.184,0.4478,13,0.612,3152,0.9845,1,1092,-9.97,1,1092,-9.97,1,1092,-9.97,1,1092,-9.97,0.553,50.71,3,1394506
100.0,0,-1,confirm,1.0,-105.49,-121.49,-0.0,0,105.49,105.49,1620,0.0,1.135,0.381,0.3592,13,0.4864,69,0.8192,1,665,-17.23,1,665,-17.23,1,665,-17.23,1,710,-21.04,0.3314,50.24,13,1430318
100.0,0,1,fallback,1.0,-38.79,-54.79,11.38,2,50.17,38.79,1321,0.002,3.983,0.405,0.4941,13,0.5748,0,0.7369,1,585,-22.75,1,585,-22.75,1,585,-22.75,1,600,-22.51,0.8192,105.49,13,1431938
