theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,1,-1,confirm,1.0,-77.24,-93.24,4.71,4,81.95,77.24,141,0.028,3.988,0.052,0.0679,5,0.1002,64,0.3287,1,139,-69.71,1,139,-69.71,0,-1,,0,-1,,0.2969,40.34,5,278336
80.0,1,1,fallback,1.0,152.36,136.36,198.17,131,45.8,2.8,178,0.736,2.434,0.208,0.0615,5,0.1844,27,0.6122,0,-1,,0,-1,,0,-1,,0,-1,,0.033,81.99,5,278477
80.0,1,-1,confirm,1.0,54.32,38.32,97.6,643,43.27,23.94,683,0.941,0.571,0.106,0.1863,5,0.1863,643,0.5169,0,-1,,0,-1,,0,-1,,0,-1,,0.1523,44.91,5,278655
80.0,1,1,confirm,1.0,60.17,44.17,100.91,909,40.73,29.62,1046,0.869,0.538,0.108,-0.2255,5,0.1905,49,0.562,1,551,40.73,1,551,40.73,0,-1,,1,647,44.44,0.4792,43.7,5,279338
80.0,1,-1,confirm,1.0,-64.42,-80.42,19.32,82,83.74,64.42,451,0.182,0.828,0.001,0.2923,5,0.3072,38,0.7434,0,-1,,0,-1,,0,-1,,0,-1,,0.3011,40.33,5,280384
80.0,1,1,fallback,1.0,-12.8,-28.8,28.34,284,41.14,21.94,351,0.809,1.447,0.116,-0.0693,6,-0.0426,251,0.4048,0,-1,,0,-1,,0,-1,,0,-1,,0.5244,83.9,6,280835
80.0,1,-1,confirm,1.0,-76.9,-92.9,4.58,3,81.48,76.9,955,0.003,0.45,0.036,0.0538,6,0.0609,108,0.3506,1,244,-13.73,0,-1,,0,-1,,0,-1,,0.1287,41.03,6,281186
80.0,1,1,fallback,1.0,-39.07,-55.07,1.82,19,40.88,39.07,575,0.033,2.74,0.068,0.3293,6,0.3608,65,0.696,1,575,-39.07,1,575,-39.07,1,575,-39.07,0,-1,,0.2022,81.52,6,282141
80.0,1,-1,confirm,1.0,84.82,68.82,126.78,1174,41.96,22.8,1281,0.916,1.5,0.194,0.2493,6,0.3755,783,0.7894,0,-1,,0,-1,,0,-1,,0,-1,,0.5482,40.88,6,282716
80.0,1,1,confirm,1.0,43.23,27.23,84.63,1323,41.39,56.11,1672,0.791,2.627,0.161,0.2237,7,0.2675,1639,0.7616,0,-1,,0,-1,,0,-1,,0,-1,,0.5001,42.49,6,283997
80.0,1,-1,confirm,1.0,5.5,-10.5,45.8,425,40.3,4.58,715,0.594,1.512,0.197,0.0135,7,0.1626,249,0.7207,1,275,33.89,1,275,33.89,0,-1,,1,644,13.74,0.7025,41.05,7,285669
80.0,1,1,confirm,1.0,20.16,4.16,64.15,735,43.99,15.58,1059,0.694,6.27,0.089,-0.0527,7,0.1774,43,0.5805,1,204,2.75,1,204,2.75,0,-1,,1,245,2.75,0.3318,40.49,7,286384
80.0,1,-1,confirm,1.0,-48.47,-64.47,32.01,792,80.48,48.47,1866,0.424,0.697,0.092,0.3229,8,0.5317,887,0.8477,0,-1,,0,-1,,0,-1,,0,-1,,0.0737,43.71,7,287443
80.0,1,1,fallback,1.0,5.46,-10.54,48.24,465,42.78,34.59,696,0.668,3.557,0.119,0.1353,8,0.2195,663,0.9148,0,-1,,0,-1,,0,-1,,0,-1,,0.6222,80.74,8,289309
80.0,1,-1,confirm,1.0,-14.55,-30.55,39.12,2973,53.67,36.39,3290,0.904,0.377,0.031,0.0756,9,0.2686,1140,0.9184,1,570,-8.19,1,570,-8.19,1,1330,-21.83,1,599,-1.82,0.4412,42.57,8,290005
80.0,1,1,confirm,1.0,-59.95,-75.95,20.89,654,80.84,59.95,1144,0.572,0.681,0.036,0.0068,9,0.4598,0,0.8031,1,643,16.35,1,643,16.35,1,643,16.35,1,911,-20.89,0.3037,53.88,9,293295
80.0,1,-1,fallback,1.0,94.12,78.12,137.07,1412,42.95,0.91,1557,0.907,0.768,0.134,0.2201,10,0.5426,833,0.9365,0,-1,,0,-1,,0,-1,,0,-1,,0.0606,80.67,9,294439
80.0,1,1,confirm,1.0,-70.11,-86.11,11.99,661,82.1,70.11,1045,0.633,0.585,0.063,-0.2035,10,-0.0735,947,0.6501,0,-1,,0,-1,,0,-1,,0,-1,,0.8692,43.55,10,295996
80.0,1,-1,fallback,1.0,-26.94,-42.94,13.01,65,39.95,26.94,118,0.551,3.206,0.124,0.3004,10,0.4574,0,0.7149,0,-1,,0,-1,,0,-1,,0,-1,,0.1199,82.0,10,297041
80.0,1,1,confirm,1.0,17.6,1.6,58.37,1820,40.77,61.15,2547,0.715,0.543,0.191,0.186,11,0.5694,845,0.931,1,1162,-21.31,1,1162,-21.31,1,1162,-21.31,1,1162,-21.31,0.2122,40.0,10,297159
80.0,1,-1,confirm,1.0,-76.77,-92.77,8.32,327,85.09,76.77,1972,0.166,0.404,0.071,-0.1185,11,0.2006,1927,0.7672,1,39,-0.92,1,39,-0.92,1,1971,-67.52,1,158,-40.7,0.4966,40.53,11,299706
80.0,1,1,fallback,1.0,1.84,-14.16,42.22,944,40.39,30.29,1027,0.919,3.872,0.187,0.2735,12,0.3567,920,0.8845,1,35,-17.44,0,-1,,0,-1,,0,-1,,0.0609,85.16,11,301678
80.0,1,-1,confirm,1.0,41.3,25.3,82.59,1580,41.3,8.26,1864,0.848,0.32,0.169,-0.3719,12,-0.0297,493,0.8305,0,-1,,0,-1,,0,-1,,0,-1,,0.3136,40.22,12,302705
80.0,1,1,confirm,1.0,84.78,68.78,125.32,990,40.55,33.17,1506,0.657,2.958,0.254,-0.2723,12,0.2743,626,0.8374,1,236,-25.8,1,236,-25.8,1,831,73.72,1,437,-15.67,0.5722,41.64,12,304569
80.0,1,-1,confirm,1.0,-63.05,-79.05,22.84,1867,85.89,63.05,2673,0.698,1.039,0.1,0.3642,13,0.4399,1925,0.829,1,73,-10.96,1,73,-10.96,1,2215,-10.96,1,103,-10.05,0.3918,40.04,13,306075
80.0,1,1,fallback,1.0,-29.06,-45.06,11.8,15,40.86,29.06,136,0.11,4.245,0.152,0.2094,13,0.2179,5,0.503,0,-1,,0,-1,,0,-1,,0,-1,,0.6916,86.09,13,308748
80.0,1,-1,confirm,1.0,-71.03,-87.03,12.75,506,83.78,71.03,1225,0.413,0.974,0.126,0.0822,13,0.1401,481,0.687,1,572,6.37,1,572,6.37,0,-1,,1,636,-4.55,0.44,40.81,13,308884
80.0,1,1,fallback,1.0,-23.51,-39.51,17.18,865,40.69,33.46,1020,0.848,1.856,0.057,0.3539,14,0.3839,269,0.7255,0,-1,,0,-1,,0,-1,,0,-1,,0.6336,83.89,14,310109
80.0,1,-1,confirm,1.0,108.76,92.76,149.55,3214,40.79,58.01,3318,0.969,2.835,0.09,0.1363,15,0.494,459,0.8928,1,825,-42.6,1,825,-42.6,1,825,-42.6,1,1056,-41.69,0.7253,40.62,14,311129
80.0,1,1,confirm,1.0,1.83,-14.17,42.15,49,40.32,0.92,125,0.392,1.649,0.065,0.0033,15,0.0211,61,0.6641,0,-1,,0,-1,,0,-1,,0,-1,,0.3884,41.41,15,314447
80.0,1,-1,confirm,1.0,-61.38,-77.38,20.16,99,81.54,61.38,1089,0.091,0.205,0.036,0.0422,15,0.0422,99,0.8597,0,-1,,0,-1,,0,-1,,0,-1,,0.6176,40.15,15,314572
80.0,1,1,fallback,1.0,-19.12,-35.12,22.76,309,41.89,19.12,439,0.704,2.203,0.119,0.0143,15,0.0902,0,0.8763,1,1,1.82,0,-1,,0,-1,,0,-1,,0.3828,81.7,15,315661
80.0,1,-1,confirm,1.0,7.3,-8.7,47.44,2062,40.14,52.0,2281,0.904,2.065,0.141,0.1121,16,0.503,747,0.9514,1,853,-17.33,1,853,-17.33,1,853,-17.33,1,853,-17.33,0.8461,41.79,15,316100
80.0,1,1,confirm,1.0,9.13,-6.87,51.13,1262,42.0,63.91,1661,0.76,7.033,0.251,0.1689,16,0.4202,1232,0.9573,1,34,-24.65,1,34,-24.65,1,1455,38.35,1,34,-24.65,0.1846,40.33,16,318381
80.0,1,-1,confirm,1.0,21.89,5.89,62.03,1001,40.13,15.51,1142,0.877,0.898,0.176,-0.0338,17,0.3772,171,0.7896,1,394,2.74,1,394,2.74,1,394,2.74,1,394,2.74,0.1337,41.78,16,320042
80.0,1,1,confirm,1.0,-76.79,-92.79,3.66,25,80.45,76.79,1593,0.016,1.417,0.035,-0.1266,17,0.3393,1484,0.9749,1,1554,-69.48,1,1554,-69.48,1,1554,-69.48,0,-1,,0.2706,40.39,17,321184
80.0,1,-1,fallback,1.0,-26.72,-42.72,14.74,35,41.46,26.72,290,0.121,2.536,0.1,0.0911,17,0.1895,263,0.6734,0,-1,,0,-1,,0,-1,,0,-1,,0.4162,80.42,17,322777
80.0,1,1,confirm,1.0,-69.83,-85.83,11.03,60,80.85,69.83,1319,0.045,1.007,0.062,-0.162,17,0.286,1231,0.9159,1,661,-62.48,1,1319,-69.83,1,1319,-69.83,0,-1,,0.2527,41.52,17,323067
80.0,1,-1,fallback,1.0,-26.83,-42.83,14.8,177,41.64,26.83,931,0.19,0.661,0.116,0.0616,18,0.0682,54,0.7838,1,72,2.78,0,-1,,0,-1,,0,-1,,0.271,80.76,18,324386
80.0,1,1,confirm,1.0,16.61,0.61,57.21,2932,40.6,26.76,3305,0.887,1.362,0.186,0.3726,19,0.3832,2921,0.9637,1,486,17.53,1,486,17.53,1,486,17.53,1,521,-6.46,0.6053,41.7,18,325317
80.0,1,-1,confirm,1.0,27.64,11.64,69.09,2709,41.46,21.19,4562,0.594,4.452,0.17,0.543,20,0.543,2709,0.9358,1,254,-2.76,1,254,-2.76,1,1249,20.27,1,271,-3.68,0.2842,40.37,19,328622
80.0,1,1,confirm,1.0,63.74,47.74,104.39,3623,40.65,5.54,4367,0.83,1.427,0.132,0.1258,21,0.4326,2514,0.9807,1,16,-0.92,1,153,8.31,1,1535,18.48,1,488,0.92,0.7089,41.74,20,333184
80.0,1,-1,confirm,1.0,14.69,-1.31,55.99,1180,41.31,10.1,1938,0.609,1.935,0.211,0.2487,22,0.3744,1174,0.9292,1,54,0.92,1,54,0.92,1,54,0.92,1,425,-2.75,0.1103,40.23,21,337551
80.0,1,1,confirm,1.0,-10.11,-26.11,30.34,3399,40.45,57.0,4011,0.847,3.082,0.027,-0.2417,23,0.5217,2266,0.9932,1,1138,-31.26,1,1138,-31.26,1,1138,-31.26,1,2992,22.98,0.3193,41.54,22,339489
80.0,1,-1,confirm,1.0,-75.46,-91.46,5.52,32,80.98,75.46,981,0.033,2.739,0.194,0.2047,23,0.2352,45,0.7255,1,205,-17.48,1,205,-17.48,1,205,-17.48,1,249,-20.24,0.015,40.33,23,343500
80.0,1,1,fallback,1.0,-15.53,-31.53,24.66,2998,40.19,38.36,3748,0.8,3.076,0.202,0.3823,0,0.4202,3188,0.9498,1,785,-13.7,1,785,-13.7,1,785,-13.7,1,785,-13.7,0.7222,81.02,23,344481
80.0,1,-1,confirm,1.0,-4.57,-20.57,42.08,998,46.65,4.57,1190,0.839,0.469,0.177,-0.1708,1,0.5241,367,0.9188,1,719,24.7,1,719,24.7,1,719,24.7,1,889,31.1,0.6351,40.09,0,348229
80.0,1,1,confirm,1.0,201.15,185.15,243.21,1979,42.06,-0.0,2096,0.944,1.147,0.163,0.0098,1,0.4861,13,0.8955,1,1354,165.49,1,1354,165.49,1,1354,165.49,1,1407,169.15,0.2494,46.85,1,349419
80.0,1,-1,confirm,1.0,35.85,19.85,76.19,3176,40.33,32.27,3593,0.884,0.464,0.05,0.0501,2,0.3693,2299,0.9245,1,280,8.96,1,280,8.96,1,280,8.96,1,576,-8.07,0.3114,41.06,1,351515
80.0,1,1,confirm,1.0,63.87,47.87,106.14,727,42.28,2.7,825,0.881,4.814,0.297,-0.1012,2,0.0924,2,0.8252,1,3,0.0,0,-1,,0,-1,,0,-1,,0.421,40.64,2,355108
80.0,1,-1,confirm,1.0,34.86,18.86,75.08,5629,40.22,51.84,6152,0.915,1.669,0.115,0.0834,4,0.4401,4771,0.925,1,368,-7.15,1,368,-7.15,1,368,-7.15,1,532,4.47,0.0081,41.83,2,355933
80.0,1,1,confirm,1.0,53.82,37.82,95.97,2350,42.16,-0.0,2448,0.96,7.026,0.153,0.3951,5,0.4311,2348,0.9781,1,1588,50.23,1,1588,50.23,1,1588,50.23,1,1831,49.33,0.7706,40.53,4,362085
80.0,1,-1,confirm,1.0,1.78,-14.22,43.71,2925,41.93,54.42,3714,0.788,1.027,0.175,-0.0176,6,0.2575,1103,0.9186,1,783,-24.09,1,1253,-12.49,1,1253,-12.49,1,1589,-5.35,0.5661,41.76,5,364533
80.0,1,1,confirm,1.0,36.58,20.58,77.63,1192,41.05,8.92,2564,0.465,1.798,0.158,0.2971,6,0.4594,2040,0.9722,1,601,11.6,1,601,11.6,1,601,11.6,1,2244,55.32,0.2554,42.11,6,368247
80.0,1,-1,confirm,1.0,-64.01,-80.01,16.89,110,80.9,64.01,2071,0.053,3.954,0.207,0.6653,7,0.6809,133,0.8692,1,585,-40.01,1,585,-40.01,1,585,-40.01,1,668,-42.67,0.1737,40.73,7,370811
80.0,1,1,fallback,1.0,3.53,-12.47,46.82,1489,43.29,4.42,1843,0.808,1.01,0.116,0.1072,7,0.1495,1517,0.9385,1,411,-2.65,1,411,-2.65,0,-1,,1,985,14.13,0.8692,81.04,7,372882
80.0,1,-1,confirm,1.0,-65.35,-81.35,17.66,113,83.01,65.35,1378,0.082,0.426,0.126,0.1712,8,0.4986,235,0.8925,1,600,-10.6,1,600,-10.6,1,600,-10.6,1,646,-16.78,0.5265,43.08,8,374725
80.0,1,1,fallback,1.0,-39.48,-55.48,0.88,9,40.36,39.48,219,0.041,2.552,0.229,0.0092,8,0.0561,30,0.4529,1,97,-10.53,0,-1,,0,-1,,0,-1,,0.5467,83.16,8,376103
80.0,1,-1,confirm,1.0,-80.16,-96.16,1.76,11,81.92,80.16,887,0.012,0.541,0.024,0.1339,8,0.1407,38,0.708,1,244,-20.26,1,244,-20.26,0,-1,,1,391,-46.68,0.4039,40.35,8,376322
80.0,1,1,fallback,1.0,148.55,132.55,196.61,1174,48.06,0.87,1577,0.744,0.348,0.198,0.2309,9,0.5022,671,0.8697,1,112,46.31,1,112,46.31,1,1506,174.76,0,-1,,0.6074,81.93,8,377209
80.0,1,-1,confirm,1.0,14.64,-1.36,56.83,672,42.19,74.05,956,0.703,0.91,0.124,-0.01,9,0.0587,0,0.7614,1,1,-0.0,0,-1,,0,-1,,0,-1,,0.3211,47.13,9,378786
80.0,1,1,confirm,1.0,-60.36,-76.36,19.83,36,80.19,60.36,313,0.115,1.086,0.055,0.0883,9,0.0938,60,0.4153,1,112,-1.72,0,-1,,0,-1,,0,-1,,0.3212,42.43,9,379742
80.0,1,-1,fallback,1.0,18.22,2.22,58.99,911,40.77,3.47,1086,0.839,0.838,0.125,0.2584,9,0.3765,671,0.8041,0,-1,,0,-1,,0,-1,,0,-1,,0.0692,80.03,9,380055
80.0,1,1,confirm,1.0,-79.96,-95.96,0.87,1,80.83,79.96,590,0.002,0.871,0.023,-0.1365,9,-0.0242,380,0.6407,0,-1,,0,-1,,0,-1,,0,-1,,0.1684,41.02,9,381141
80.0,1,-1,fallback,1.0,35.04,19.04,75.35,2953,40.3,23.66,3858,0.765,0.72,0.07,0.3448,10,0.4912,2702,0.9316,1,190,-19.27,1,190,-19.27,1,190,-19.27,1,235,-3.5,0.0258,80.82,10,381731
80.0,1,1,confirm,1.0,-58.03,-74.03,30.77,1940,88.8,58.03,3790,0.512,1.082,0.09,0.1953,11,0.2565,211,0.9112,1,274,-16.7,1,274,-16.7,1,274,-16.7,1,376,-26.38,0.7272,40.61,11,385589
80.0,1,-1,fallback,1.0,40.68,24.68,82.24,282,41.56,5.31,337,0.837,1.537,0.195,0.0752,12,0.3177,0,0.4343,1,162,39.79,1,162,39.79,1,162,39.79,0,-1,,0.0377,88.53,12,389379
80.0,1,1,confirm,1.0,-64.82,-80.82,15.98,58,80.8,64.82,1131,0.051,0.788,0.111,-0.0569,12,0.109,850,0.7178,1,903,-27.53,1,903,-27.53,0,-1,,1,939,-24.86,0.1442,41.91,12,389716
80.0,1,-1,fallback,1.0,-43.79,-59.79,0.89,2,44.69,43.79,61,0.033,2.7,0.063,0.1538,12,0.171,42,0.4419,0,-1,,0,-1,,0,-1,,0,-1,,0.1886,80.67,12,390847
80.0,1,1,confirm,1.0,79.2,63.2,120.13,7283,40.93,47.16,7499,0.971,0.347,0.102,-0.1234,14,0.3045,5506,0.9263,1,1415,0.89,1,1415,0.89,1,1415,0.89,1,1439,-5.34,0.4419,44.69,12,390908
80.0,1,-1,confirm,1.0,-44.14,-60.14,37.08,606,81.22,44.14,6720,0.09,0.425,0.093,0.2001,14,0.54,4453,0.9438,1,760,-0.0,1,760,-0.0,1,760,-0.0,1,827,11.48,0.2083,40.45,14,398407
80.0,1,1,fallback,1.0,-25.49,-41.49,15.82,1330,41.31,25.49,1523,0.873,1.717,0.081,-0.1894,16,0.3042,229,0.8675,1,600,0.0,1,600,0.0,1,600,0.0,1,744,-2.64,0.0223,81.52,16,405127
80.0,1,-1,confirm,1.0,-79.31,-95.31,1.76,29,81.07,79.31,848,0.034,1.321,0.088,0.2792,16,0.3135,366,0.9491,1,575,-59.04,1,575,-59.04,1,575,-59.04,1,842,-76.67,0.097,41.25,16,406650
80.0,1,1,fallback,1.0,7.87,-8.13,49.83,3028,41.97,17.49,3195,0.948,2.344,0.153,0.2063,18,0.3314,1903,0.9587,1,289,13.11,1,289,13.11,1,289,13.11,1,594,-7.87,0.3756,81.09,17,407498
80.0,1,-1,confirm,1.0,73.38,57.38,114.44,3495,41.06,56.78,3574,0.978,2.049,0.236,0.427,19,0.6044,3139,0.9739,1,236,-20.09,1,556,-45.43,1,556,-45.43,1,578,-54.16,0.8487,41.76,18,410693
80.0,1,1,confirm,1.0,-65.12,-81.12,14.96,22,80.08,65.12,329,0.067,0.748,0.103,-0.3338,19,-0.2278,166,0.425,0,-1,,0,-1,,0,-1,,0,-1,,0.5554,41.53,19,414267
80.0,1,-1,fallback,1.0,7.09,-8.91,46.95,562,39.86,54.92,729,0.771,1.229,0.107,0.2113,19,0.3985,708,0.7675,0,-1,,0,-1,,0,-1,,0,-1,,0.3666,79.96,19,414596
80.0,1,1,confirm,1.0,-11.52,-27.52,30.14,2925,41.66,62.05,3223,0.908,1.086,0.226,0.1321,20,0.2498,2559,0.9218,1,1031,-28.37,1,1031,-28.37,1,2280,-46.1,1,1031,-28.37,0.6811,40.05,19,415325
80.0,1,-1,confirm,1.0,-78.98,-94.98,2.66,7,81.65,78.98,385,0.018,0.864,0.002,0.1032,20,0.1033,8,0.5032,1,53,-4.44,1,53,-4.44,0,-1,,1,81,-10.65,0.0306,41.54,20,418548
80.0,1,1,fallback,1.0,-35.22,-51.22,6.16,35,41.38,35.22,834,0.042,1.656,0.133,0.3007,20,0.3543,6,0.8558,0,-1,,0,-1,,0,-1,,0,-1,,0.4423,81.67,20,418933
80.0,1,-1,confirm,1.0,7.95,-8.05,52.13,4443,44.18,23.86,4967,0.895,1.316,0.022,0.3405,21,0.4782,4809,0.9731,1,907,-18.56,1,907,-18.56,1,907,-18.56,1,907,-18.56,0.2017,41.36,20,419767
80.0,1,1,confirm,1.0,313.94,297.94,359.92,985,45.99,21.22,994,0.991,6.281,0.324,0.0321,22,0.1694,854,0.7492,1,519,-3.54,1,519,-3.54,0,-1,,1,702,7.96,0.719,44.41,21,424734
80.0,1,-1,confirm,1.0,64.31,48.31,104.6,101,40.3,5.14,141,0.716,0.851,0.137,-0.0139,22,-0.0044,0,0.0705,0,-1,,0,-1,,0,-1,,0,-1,,0.0374,44.39,22,425728
80.0,1,1,confirm,1.0,-49.19,-65.19,31.93,17,81.12,49.19,336,0.051,0.398,0.157,0.0167,22,0.0235,14,0.3414,0,-1,,0,-1,,0,-1,,0,-1,,0.0477,40.72,22,425869
80.0,1,-1,fallback,1.0,-27.75,-43.75,19.08,161,46.83,31.22,193,0.834,0.491,0.043,-0.0408,22,0.0104,0,0.4227,0,-1,,0,-1,,0,-1,,0,-1,,0.0048,80.86,22,426205
80.0,1,1,confirm,1.0,10.38,-5.62,51.02,694,40.65,69.19,760,0.913,1.032,0.053,-0.1827,22,0.1438,117,0.4504,1,273,-32.0,1,273,-32.0,0,-1,,1,444,-44.97,0.1415,46.92,22,426398
80.0,1,-1,confirm,1.0,19.01,3.01,60.48,1018,41.47,41.47,1108,0.919,1.128,0.126,0.1593,22,0.19,38,0.6997,1,1075,33.69,1,1075,33.69,0,-1,,0,-1,,0.3143,40.44,22,427158
80.0,1,1,confirm,1.0,2.6,-13.4,43.28,1975,40.68,39.82,2259,0.874,0.527,0.095,0.1229,23,0.3312,2254,0.8817,1,80,-12.12,1,1631,-14.71,1,1631,-14.71,0,-1,,0.5196,41.72,22,428266
80.0,1,-1,confirm,1.0,19.9,3.9,59.71,2186,39.81,41.54,2747,0.796,1.697,0.116,0.3401,0,0.3923,2114,0.9017,1,751,-23.36,1,751,-23.36,1,1581,12.98,1,2518,32.02,0.7635,40.51,23,430525
80.0,1,1,confirm,1.0,41.62,25.62,86.71,599,45.09,26.88,671,0.893,1.907,0.18,0.1406,0,0.3479,35,0.9441,1,432,29.48,1,432,29.48,1,432,29.48,0,-1,,0.113,40.05,0,433272
80.0,1,-1,confirm,1.0,-79.44,-95.44,2.59,1,82.03,79.44,454,0.002,1.739,0.121,-0.0677,0,-0.0535,9,0.5113,0,-1,,0,-1,,0,-1,,0,-1,,0.7057,44.7,0,433943
80.0,1,1,fallback,1.0,-41.98,-57.98,3.43,22,45.4,41.98,73,0.301,1.114,0.12,0.2636,0,0.3258,1,0.2834,0,-1,,0,-1,,0,-1,,0,-1,,0.2666,82.05,0,434397
80.0,1,-1,confirm,1.0,124.74,108.74,164.32,2702,39.57,31.83,2794,0.967,0.711,0.106,0.116,1,0.1925,1363,0.811,1,1314,-13.76,1,1535,14.62,0,-1,,1,1798,61.94,0.3053,45.39,0,434470
80.0,1,1,confirm,1.0,28.75,12.75,69.69,1081,40.94,47.04,1354,0.798,0.735,0.11,-0.1173,1,-0.0054,887,0.6026,0,-1,,0,-1,,0,-1,,0,-1,,0.0948,40.23,1,437264
80.0,1,-1,confirm,1.0,-75.57,-91.57,5.21,2,80.79,75.57,1358,0.001,0.968,0.004,0.1296,1,0.1682,1016,0.9498,1,286,-19.98,1,286,-19.98,0,-1,,1,433,-48.64,0.0759,40.66,1,438618
80.0,1,1,fallback,1.0,-34.49,-50.49,6.04,11,40.52,34.49,308,0.036,0.895,0.066,0.1614,2,0.2062,2,0.5288,1,69,0.0,1,69,0.0,1,69,0.0,1,307,-33.62,0.0063,80.83,2,439976
80.0,1,-1,confirm,1.0,-11.25,-27.25,31.14,1863,42.39,51.04,2525,0.738,1.395,0.196,0.159,2,0.2563,2073,0.9373,1,361,-19.03,1,361,-19.03,1,361,-19.03,1,607,-31.14,0.0402,40.5,2,440284
80.0,1,1,confirm,1.0,-44.94,-60.94,35.43,631,80.37,44.94,1685,0.374,2.225,0.107,0.0904,3,0.279,198,0.9931,1,23,0.86,1,23,0.86,1,600,1.73,1,1081,-11.23,0.7274,42.52,3,442809
80.0,1,-1,fallback,1.0,32.99,16.99,72.92,2296,39.93,11.28,2508,0.915,5.713,0.243,0.472,4,0.472,2296,0.9351,1,80,18.23,1,1645,-0.0,1,1645,-0.0,1,1688,-6.94,0.4242,80.08,3,444494
80.0,1,1,confirm,1.0,-63.58,-79.58,18.29,32,81.87,63.58,1945,0.016,1.496,0.042,-0.2004,4,0.2246,1338,0.8467,1,1203,-41.8,1,1511,-41.8,1,1511,-41.8,1,1554,-47.9,0.5301,40.22,4,447002
80.0,1,-1,fallback,1.0,-30.68,-46.68,12.27,72,42.95,30.68,467,0.154,1.221,0.144,0.2872,4,0.293,57,0.8837,1,416,-21.04,1,416,-21.04,1,416,-21.04,0,-1,,0.5853,81.72,4,448947
80.0,1,1,confirm,1.0,-72.53,-88.53,6.99,145,79.52,72.53,1504,0.096,1.288,0.1,0.2075,4,0.313,214,0.8846,1,30,-10.49,1,584,-36.7,1,584,-36.7,1,1006,-53.3,0.6106,43.0,4,449414
80.0,1,-1,confirm,1.0,-24.65,-40.65,18.48,669,43.13,34.33,750,0.892,1.677,0.1,0.1157,5,0.3034,10,0.7315,1,500,-14.08,1,500,-14.08,1,500,-14.08,1,591,-7.04,0.5034,79.46,5,450918
80.0,1,1,confirm,1.0,-0.88,-16.88,39.51,3308,40.39,60.58,4952,0.668,1.175,0.105,0.0076,6,0.5857,2075,0.8974,1,362,-23.71,1,362,-23.71,1,1904,-31.61,1,860,-60.58,0.6168,43.21,5,451668
80.0,1,-1,confirm,1.0,-73.76,-89.76,7.02,750,80.79,73.76,1878,0.399,0.155,0.129,0.3025,7,0.3328,1013,0.8883,1,379,-15.81,1,1268,-18.44,1,1268,-18.44,1,1278,-24.59,0.4075,40.23,6,456620
80.0,1,1,fallback,1.0,-8.72,-24.72,32.25,1628,40.97,9.59,2329,0.699,0.873,0.133,0.393,7,0.4612,469,0.9277,1,920,-4.36,1,920,-4.36,1,920,-4.36,1,972,-6.97,0.1797,80.84,7,458498
80.0,1,-1,confirm,1.0,35.77,19.77,77.65,1366,41.88,6.11,2049,0.667,1.222,0.206,0.472,8,0.5224,1307,0.952,0,-1,,0,-1,,0,-1,,0,-1,,0.7571,40.84,8,460827
80.0,1,1,confirm,1.0,7.0,-9.0,47.28,2815,40.28,51.66,3571,0.788,0.954,0.143,0.3982,9,0.4141,2833,0.984,1,1591,-16.64,1,1591,-16.64,1,3383,22.77,1,1799,2.63,0.1407,42.21,8,462876
80.0,1,-1,confirm,1.0,-68.25,-84.25,15.75,109,84.0,68.25,1567,0.07,1.447,0.214,0.2164,9,0.3465,764,0.9589,1,1063,-56.87,1,1063,-56.87,1,1063,-56.87,1,1130,-51.62,0.5609,40.09,9,466447
80.0,1,1,fallback,1.0,-26.07,-42.07,14.77,47,40.84,26.07,1150,0.041,4.198,0.115,0.5173,10,0.5239,65,0.9713,1,625,-8.69,1,625,-8.69,1,625,-8.69,1,641,-13.04,0.67,84.13,10,468014
80.0,1,-1,confirm,1.0,-48.79,-64.79,39.21,1905,88.0,48.79,3095,0.616,2.481,0.203,0.4324,10,0.4561,2276,0.9266,1,32,1.74,1,1335,-4.36,1,1335,-4.36,1,2851,26.14,0.6849,40.78,10,469164
80.0,1,1,fallback,1.0,62.43,46.43,104.05,1687,41.62,24.28,1993,0.846,0.869,0.102,0.3712,11,0.5144,1367,0.9182,1,600,25.15,1,600,25.15,1,600,25.15,0,-1,,0.787,88.35,11,472259
80.0,1,-1,confirm,1.0,62.04,46.04,103.4,1305,41.36,13.79,1455,0.897,1.564,0.125,-0.0534,12,-0.0262,1417,0.8981,0,-1,,0,-1,,0,-1,,0,-1,,0.2278,41.19,11,474252
80.0,1,1,confirm,1.0,6.94,-9.06,48.56,1358,41.62,58.96,1414,0.96,2.231,0.187,0.2457,12,0.3235,1310,0.8396,1,138,-8.67,0,-1,,0,-1,,0,-1,,0.2209,41.79,12,475707
80.0,1,-1,confirm,1.0,-77.12,-93.12,5.2,36,82.32,77.12,690,0.052,2.678,0.062,-0.232,12,-0.0073,614,0.8036,0,-1,,0,-1,,0,-1,,0,-1,,0.0738,41.42,12,477121
