theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,dive_depth,lag_bp,hod_entry,entry_idx
80.0,1,-1,confirm,1.0,-57.26,-73.26,25.55,2116,82.81,57.26,10905,0.194,0.702,0.122,0.0115,8,0.6716,10158,0.9927,1,1713,-0.0,1,1713,-0.0,1,5581,17.62,1,2192,15.86,0.6501,40.36,8,1670646
80.0,1,1,fallback,1.0,112.12,96.12,154.17,6748,42.05,7.01,7225,0.934,1.399,0.174,0.013,12,0.4696,2732,0.9377,1,87,16.64,1,2433,45.55,1,2433,45.55,1,3993,55.19,0.336,83.02,11,1681551
80.0,1,-1,confirm,1.0,-63.24,-79.24,17.33,1345,80.56,63.24,2654,0.507,0.709,0.134,0.7246,13,0.7345,1317,0.9917,1,334,-16.46,1,334,-16.46,1,334,-16.46,1,334,-16.46,0.1915,41.41,13,1688776
80.0,1,1,fallback,1.0,-21.52,-37.52,18.94,575,40.46,21.52,889,0.647,0.827,0.112,0.0845,14,0.3061,361,0.848,1,545,12.05,1,545,12.05,1,545,12.05,1,682,6.89,0.6089,80.7,13,1691430
80.0,1,-1,confirm,1.0,119.05,103.05,159.59,1992,40.55,3.45,2701,0.738,1.505,0.164,-0.0241,14,0.6542,781,0.8845,1,1388,80.23,1,1388,80.23,1,1388,80.23,1,2343,138.89,0.5515,40.38,14,1692319
80.0,1,1,confirm,1.0,-57.62,-73.62,22.7,2583,80.32,57.62,3555,0.727,3.745,0.104,0.058,15,0.4979,1544,0.9436,1,346,-27.06,1,346,-27.06,1,1760,-6.11,1,1832,-8.73,0.0693,41.2,14,1695020
80.0,1,-1,fallback,1.0,-29.86,-45.86,10.54,713,40.39,29.86,1865,0.382,0.691,0.014,0.076,16,0.3386,9,0.9357,1,850,-0.0,1,850,-0.0,1,850,-0.0,1,1762,-17.56,0.4191,80.14,15,1698575
80.0,1,1,confirm,1.0,-70.92,-86.92,8.76,74,79.67,70.92,4132,0.018,0.313,0.115,0.0127,16,0.5649,2248,0.9709,1,207,-6.13,1,207,-6.13,1,2848,-33.27,1,264,-21.89,0.2654,40.44,16,1700440
80.0,1,-1,confirm,1.0,-29.98,-45.98,10.58,73,40.56,29.98,1234,0.059,3.354,0.16,0.1032,17,0.1718,32,0.8938,1,136,1.76,1,136,1.76,0,-1,,1,161,3.53,0.2609,79.6,17,1704572
80.0,1,1,confirm,1.0,14.07,-1.93,55.38,1608,41.32,-0.0,2969,0.542,0.921,0.066,-0.1628,18,0.0896,184,0.9937,1,312,18.46,0,-1,,0,-1,,0,-1,,0.0315,40.6,17,1705806
80.0,1,-1,confirm,1.0,39.5,23.5,79.89,4012,40.38,7.02,4800,0.836,3.625,0.24,0.1718,19,0.3193,147,0.9829,1,257,-4.39,1,257,-4.39,1,257,-4.39,1,330,-3.51,0.7594,41.09,18,1708775
80.0,1,1,confirm,1.0,-54.64,-70.64,25.56,252,80.2,54.64,5995,0.042,0.565,0.205,-0.1111,20,0.513,5008,0.9927,1,26,-0.88,1,26,-0.88,1,26,-0.88,1,27,-1.76,0.283,40.71,19,1713575
80.0,1,-1,fallback,1.0,-23.93,-39.93,18.61,12,42.54,23.93,1115,0.011,7.726,0.293,0.3198,21,0.4146,2,0.8962,1,601,-6.2,1,601,-6.2,1,601,-6.2,1,601,-6.2,0.714,80.0,21,1719570
80.0,1,1,confirm,1.0,-52.16,-68.16,29.18,288,81.34,52.16,1801,0.16,1.858,0.326,0.4165,22,0.7015,4,0.9619,1,379,13.26,1,379,13.26,1,379,13.26,1,495,9.73,0.381,42.62,21,1720685
80.0,1,-1,fallback,1.0,-10.66,-26.66,30.22,620,40.88,13.33,1323,0.469,1.568,0.048,-0.1485,22,0.2494,1,0.8081,1,8,17.77,1,8,17.77,1,8,17.77,1,279,7.11,0.2593,81.1,22,1722486
80.0,1,1,confirm,1.0,9.77,-6.23,51.49,5151,41.73,7.1,5730,0.899,0.336,0.131,0.0445,0,0.46,1707,0.9856,1,305,9.77,1,305,9.77,1,305,9.77,1,431,2.66,0.2291,41.01,22,1723809
80.0,1,-1,confirm,1.0,1.77,-14.23,42.57,5069,40.8,56.76,5290,0.958,2.663,0.268,0.1228,1,0.3948,5,0.9964,1,604,-17.74,1,604,-17.74,1,604,-17.74,1,781,-0.0,0.5479,41.51,0,1729539
80.0,1,1,confirm,1.0,-52.34,-68.34,29.27,3820,81.61,52.34,10614,0.36,0.674,0.22,0.0637,2,0.4744,3006,1.0,1,1017,-7.1,1,1017,-7.1,1,1017,-7.1,1,1031,-14.19,0.2802,40.97,1,1734829
80.0,1,-1,fallback,1.0,78.47,62.47,118.6,5502,40.13,0.0,6155,0.894,1.753,0.108,0.1978,6,0.5898,3033,0.9313,1,602,27.64,1,602,27.64,1,602,27.64,1,603,27.64,0.9678,81.37,4,1745443
80.0,1,1,confirm,1.0,2.7,-13.3,43.14,2848,40.45,4.49,5159,0.552,2.768,0.14,-0.0419,7,0.3482,461,0.9742,1,609,-0.9,1,609,-0.9,1,609,-0.9,1,681,1.8,0.1585,40.61,6,1751598
80.0,1,-1,confirm,1.0,88.96,72.96,130.29,1508,41.33,23.36,1526,0.988,2.108,0.131,0.342,8,0.569,941,0.9585,1,863,-13.48,1,863,-13.48,1,863,-13.48,0,-1,,0.093,40.27,7,1756757
80.0,1,1,confirm,1.0,-75.25,-91.25,11.79,67,87.04,75.25,204,0.328,1.21,0.052,-0.2041,8,-0.1659,184,0.3912,0,-1,,0,-1,,0,-1,,0,-1,,0.5741,41.88,8,1758283
80.0,1,-1,fallback,1.0,-40.19,-56.19,-0.0,0,40.19,40.19,54,0.0,1.378,0.117,0.1886,8,0.1886,0,0.0566,0,-1,,0,-1,,0,-1,,0,-1,,0.3377,86.93,8,1758487
80.0,1,1,confirm,1.0,35.48,19.48,76.43,5664,40.94,15.47,7356,0.77,0.899,0.149,-0.2973,10,0.3803,3878,0.9926,1,1339,7.28,1,1339,7.28,1,1339,7.28,1,1900,27.3,0.0566,40.19,8,1758541
80.0,1,-1,confirm,1.0,12.69,-3.31,58.93,10774,46.24,65.28,10815,0.996,1.183,0.14,-0.1128,13,0.813,809,0.9935,1,1403,0.91,1,1403,0.91,1,1403,0.91,1,2643,-33.54,0.6835,40.63,10,1765897
80.0,1,1,confirm,1.0,-1.82,-17.82,40.85,13,42.67,3.63,190,0.068,3.442,0.151,0.2344,13,0.2527,4,0.7326,0,-1,,0,-1,,0,-1,,0,-1,,0.2596,46.51,13,1776712
80.0,1,-1,confirm,1.0,-53.57,-69.57,27.24,717,80.81,53.57,2388,0.3,0.863,0.047,0.0338,13,0.1421,944,0.7686,1,719,23.61,1,719,23.61,0,-1,,1,1084,-25.42,0.4749,42.49,13,1776902
80.0,1,1,fallback,1.0,-28.9,-44.9,11.74,230,40.64,28.9,615,0.374,1.339,0.129,0.1025,14,0.2017,209,0.782,0,-1,,0,-1,,0,-1,,0,-1,,0.0458,81.03,14,1779290
80.0,1,-1,confirm,1.0,62.49,46.49,102.35,3620,39.85,37.13,4143,0.874,2.814,0.152,-0.0175,15,0.223,2317,0.8987,1,121,1.81,1,606,4.53,1,2611,61.59,1,712,-19.93,0.4958,40.59,14,1779905
80.0,1,1,confirm,1.0,23.7,7.7,64.71,2455,41.01,42.84,2823,0.87,0.994,0.123,0.2402,16,0.4116,77,0.9717,1,358,-8.2,1,358,-8.2,1,358,-8.2,1,447,-3.65,0.1949,40.26,15,1784048
80.0,1,-1,confirm,1.0,-4.55,-20.55,35.46,6406,40.01,45.46,7295,0.878,0.389,0.103,-0.1964,18,0.5138,2777,0.9578,1,172,6.36,1,696,2.73,1,696,2.73,1,776,-0.0,0.4802,40.75,16,1786871
80.0,1,1,confirm,1.0,63.62,47.62,108.15,14023,44.53,38.17,14386,0.975,1.659,0.341,0.6847,22,0.7585,13858,0.9934,1,255,6.36,1,255,6.36,1,255,6.36,1,442,-9.09,0.2794,40.15,18,1794166
80.0,1,-1,confirm,1.0,34.32,18.32,74.05,17850,39.74,56.9,18503,0.965,4.487,0.263,0.4313,3,0.4956,2747,0.9968,1,600,-3.61,1,600,-3.61,1,4480,-11.74,1,600,-3.61,0.5888,44.06,22,1808552
80.0,1,1,confirm,1.0,-61.62,-77.62,23.56,409,85.18,61.62,3236,0.126,0.28,0.334,-0.2607,3,0.1788,1451,0.9583,1,119,9.06,1,119,9.06,0,-1,,1,154,7.25,0.9811,40.03,3,1827055
80.0,1,-1,fallback,1.0,-22.8,-38.8,17.32,11,40.12,22.8,435,0.025,5.914,0.246,0.3874,4,0.3928,18,0.504,0,-1,,0,-1,,0,-1,,0,-1,,0.1519,84.98,4,1830291
80.0,1,1,confirm,1.0,29.11,13.11,70.05,3917,40.94,0.91,8834,0.443,3.442,0.192,0.025,5,0.565,8684,0.9995,1,956,33.66,1,956,33.66,1,956,33.66,1,1071,37.3,0.405,40.19,4,1830726
80.0,1,-1,confirm,1.0,7.26,-8.74,47.17,3243,39.91,5.44,5597,0.579,2.969,0.101,0.2036,7,0.5385,4962,0.966,1,569,9.98,1,2994,33.56,1,2994,33.56,1,3844,29.03,0.3018,40.65,6,1839560
80.0,1,1,confirm,1.0,-76.25,-92.25,18.16,734,94.41,76.25,6386,0.115,1.722,0.045,0.5324,8,0.6571,62,0.9993,1,974,-0.91,1,974,-0.91,1,974,-0.91,1,1233,6.35,0.7923,40.1,8,1845157
80.0,1,-1,fallback,1.0,58.54,42.54,98.79,2997,40.25,0.0,4658,0.643,5.064,0.151,0.1229,11,0.3849,2,0.92,1,599,55.8,1,599,55.8,1,599,55.8,1,613,57.63,0.958,94.24,10,1851543
80.0,1,1,confirm,1.0,98.45,82.45,139.86,774,41.41,0.92,1046,0.74,4.528,0.399,0.1284,11,0.243,759,0.8734,1,126,12.88,1,126,12.88,1,800,123.3,0,-1,,0.5393,40.65,11,1856201
80.0,1,-1,confirm,1.0,160.36,144.36,200.46,5393,40.09,10.02,5442,0.991,1.017,0.133,0.1774,13,0.5296,3126,0.9116,1,443,38.27,1,443,38.27,1,443,38.27,1,2456,44.65,0.2342,40.83,11,1857247
80.0,1,1,confirm,1.0,29.63,13.63,70.38,523,40.74,24.08,737,0.71,2.694,0.138,0.2033,13,0.2147,555,0.5853,0,-1,,0,-1,,0,-1,,0,-1,,0.1845,40.91,13,1862689
80.0,1,-1,confirm,1.0,24.01,8.01,71.09,673,47.09,26.77,758,0.888,0.929,0.097,0.2877,13,0.3315,436,0.8178,0,-1,,0,-1,,0,-1,,0,-1,,0.4525,40.46,13,1863426
80.0,1,1,confirm,1.0,-57.38,-73.38,22.21,111,79.59,57.38,3920,0.028,0.612,0.031,-0.2176,13,0.1678,3829,0.692,1,1798,-45.35,1,1798,-45.35,0,-1,,1,1966,-25.91,0.573,47.42,13,1864184
80.0,1,-1,confirm,1.0,122.87,106.87,164.76,3805,41.89,19.55,3930,0.968,1.421,0.074,-0.0175,15,0.1371,3024,0.805,1,630,-0.93,1,2848,110.77,0,-1,,1,3616,138.69,0.0213,79.42,14,1868104
80.0,1,1,confirm,1.0,19.79,3.79,63.14,1414,43.35,17.91,2219,0.637,1.111,0.109,0.0179,16,0.3401,498,0.772,1,612,10.37,1,612,10.37,1,612,10.37,1,1032,22.62,0.1909,42.59,16,1872034
80.0,1,-1,confirm,1.0,60.2,44.2,104.4,860,44.21,6.58,874,0.984,7.158,0.135,0.1465,16,0.4715,568,0.9424,0,-1,,0,-1,,0,-1,,0,-1,,0.0684,43.08,16,1874253
80.0,1,1,confirm,1.0,-1.89,-17.89,40.69,676,42.58,13.25,889,0.76,0.608,0.046,-0.026,17,0.1229,868,0.6978,1,656,32.17,1,656,32.17,0,-1,,0,-1,,0.0846,44.67,16,1875127
80.0,1,-1,confirm,1.0,26.5,10.5,66.25,1091,39.75,37.86,1188,0.918,2.86,0.129,0.2509,17,0.3528,380,0.8295,0,-1,,0,-1,,0,-1,,0,-1,,0.3664,42.41,17,1876016
80.0,1,1,confirm,1.0,-42.7,-58.7,37.01,96,79.71,42.7,1168,0.082,0.438,0.011,-0.218,17,0.0437,826,0.577,0,-1,,0,-1,,0,-1,,0,-1,,0.8295,40.02,17,1877204
80.0,1,-1,confirm,1.0,-11.44,-27.44,28.59,107,40.03,11.44,195,0.549,2.013,0.119,0.2379,17,0.3408,2,0.682,0,-1,,0,-1,,0,-1,,0,-1,,0.1253,79.42,17,1878372
80.0,1,1,confirm,1.0,151.36,135.36,192.29,2146,40.93,9.52,2421,0.886,0.726,0.171,-0.0315,18,0.2137,1797,0.8449,1,617,7.62,1,1025,38.08,1,1025,38.08,1,1121,56.16,0.1014,40.14,17,1878567
80.0,1,-1,confirm,1.0,84.4,68.4,126.59,2725,42.2,14.07,3801,0.717,4.065,0.144,0.0022,19,0.161,409,0.8308,1,575,13.13,1,575,13.13,0,-1,,1,584,10.32,0.5498,40.16,18,1880988
80.0,1,1,confirm,1.0,3.78,-12.22,45.39,1550,41.61,27.43,1568,0.989,1.099,0.179,0.1647,19,0.3639,793,0.9668,1,1012,-18.91,1,1012,-18.91,1,1012,-18.91,0,-1,,0.2785,42.74,19,1884789
80.0,1,-1,confirm,1.0,-57.67,-73.67,31.2,95,88.86,57.67,147,0.646,2.837,0.018,-0.0624,20,-0.0013,8,0.3307,0,-1,,0,-1,,0,-1,,0,-1,,0.3773,41.42,19,1886357
80.0,1,1,fallback,1.0,-25.38,-41.38,15.98,6,41.36,25.38,156,0.038,2.799,0.139,0.1232,20,0.1623,147,0.5822,0,-1,,0,-1,,0,-1,,0,-1,,0.0124,89.14,20,1886504
80.0,1,-1,confirm,1.0,-75.39,-91.39,5.65,13,81.04,75.39,112,0.116,0.726,0.051,-0.1565,20,-0.1565,16,-0.2602,0,-1,,0,-1,,0,-1,,0,-1,,0.3239,41.29,20,1886660
80.0,1,1,fallback,1.0,-35.54,-51.54,4.68,1,40.22,35.54,164,0.006,1.335,0.126,0.1871,20,0.1902,0,0.3808,0,-1,,0,-1,,0,-1,,0,-1,,0.405,81.09,20,1886772
80.0,1,-1,confirm,1.0,-80.72,-96.72,-0.0,0,80.72,80.72,2272,0.0,0.413,0.029,-0.1008,20,0.2337,2056,0.8625,1,1213,-22.53,0,-1,,0,-1,,0,-1,,0.3506,40.2,20,1886936
80.0,1,1,fallback,1.0,0.0,-16.0,40.97,205,40.97,1.86,270,0.759,4.081,0.19,0.0735,20,0.1931,257,0.7223,0,-1,,0,-1,,0,-1,,0,-1,,0.121,80.72,20,1889208
80.0,1,-1,confirm,1.0,23.28,7.28,64.25,1262,40.97,27.93,2105,0.6,0.788,0.155,0.5363,21,0.5531,1253,0.9205,1,652,14.9,1,652,14.9,1,652,14.9,1,1856,30.73,0.0183,40.8,20,1889478
80.0,1,1,confirm,1.0,43.86,27.86,86.79,2192,42.93,8.4,2816,0.778,1.376,0.165,0.1927,22,0.456,0,0.9684,1,351,-2.8,1,351,-2.8,1,351,-2.8,1,460,-5.6,0.5603,41.23,21,1891583
80.0,1,-1,confirm,1.0,17.65,1.65,58.54,3988,40.88,0.93,4304,0.927,1.322,0.027,0.377,23,0.6183,1515,0.9437,1,22,0.93,1,22,0.93,1,1817,33.45,1,1993,35.31,0.2952,42.56,22,1894399
80.0,1,1,confirm,1.0,-45.61,-61.61,34.44,5824,80.05,45.61,11967,0.487,1.978,0.068,-0.227,1,0.478,9828,0.9852,1,196,-3.72,1,196,-3.72,1,847,6.52,1,1118,-2.79,0.9006,41.13,23,1898703
80.0,1,-1,confirm,1.0,-35.53,-51.53,4.68,1838,40.21,39.27,7327,0.251,3.618,0.183,0.1012,3,0.5749,6383,0.9925,1,54,-12.16,1,54,-12.16,1,54,-12.16,1,80,-14.03,0.2298,79.78,2,1910670
80.0,1,1,confirm,1.0,98.77,82.77,139.77,2270,41.0,-0.0,3494,0.65,3.484,0.125,0.1327,5,0.3724,1410,0.9478,1,2186,105.29,1,2186,105.29,1,2186,105.29,1,3273,101.57,0.7167,40.23,4,1917997
80.0,1,-1,confirm,1.0,106.11,90.11,145.78,19487,39.68,56.28,19798,0.984,0.732,0.192,0.4175,11,0.6519,16763,0.9943,1,1368,-11.07,1,1368,-11.07,1,1368,-11.07,1,1368,-11.07,0.3414,40.43,5,1921491
80.0,1,1,confirm,1.0,20.52,4.52,66.21,4539,45.7,47.56,4571,0.993,6.325,0.278,-0.0166,12,0.1042,317,0.9739,1,374,-12.12,1,374,-12.12,0,-1,,1,631,-13.06,0.5056,40.26,11,1941289
80.0,1,-1,confirm,1.0,218.71,202.71,257.79,4548,39.09,27.92,4564,0.996,4.632,0.249,-0.0244,13,0.3282,1523,0.9656,1,1010,-6.51,1,1010,-6.51,1,1010,-6.51,1,1058,-9.31,0.1175,45.4,12,1945860
80.0,1,1,confirm,1.0,-71.36,-87.36,8.56,6,79.92,71.36,78,0.077,3.164,0.177,0.0254,13,0.0254,6,0.0763,0,-1,,0,-1,,0,-1,,0,-1,,0.0903,40.12,13,1950424
80.0,1,-1,confirm,1.0,-10.54,-26.54,35.46,30,46.0,10.54,70,0.429,1.898,0.195,0.0528,13,0.0569,29,0.258,0,-1,,0,-1,,0,-1,,0,-1,,0.0288,79.86,13,1950502
80.0,1,1,confirm,1.0,-80.41,-96.41,0.0,0,80.41,80.41,93,0.0,1.169,0.147,-0.0351,13,-0.017,88,0.3884,0,-1,,0,-1,,0,-1,,0,-1,,0.2226,46.16,13,1950572
80.0,1,-1,fallback,1.0,33.78,17.78,74.31,108,40.53,11.58,126,0.857,1.048,0.165,0.0429,13,0.0481,0,0.2345,0,-1,,0,-1,,0,-1,,0,-1,,0.0353,80.41,13,1950665
80.0,1,1,confirm,1.0,-81.34,-97.34,0.97,1,82.31,81.34,21,0.048,1.078,0.132,-0.0427,13,-0.0386,9,-0.0564,0,-1,,0,-1,,0,-1,,0,-1,,0.0287,40.84,13,1950791
80.0,1,-1,fallback,1.0,-5.86,-21.86,45.88,72,51.74,19.53,88,0.818,1.619,0.154,0.0399,13,0.0444,0,0.1176,0,-1,,0,-1,,0,-1,,0,-1,,0.0993,82.3,13,1950812
80.0,1,1,confirm,1.0,-62.45,-78.45,17.56,6,80.01,62.45,39,0.154,1.419,0.127,-0.0337,13,-0.0322,2,0.0013,0,-1,,0,-1,,0,-1,,0,-1,,0.1075,51.98,13,1950900
80.0,1,-1,confirm,1.0,-19.64,-35.64,24.55,6,44.18,19.64,21,0.286,1.249,0.158,0.0349,13,0.0372,15,0.011,0,-1,,0,-1,,0,-1,,0,-1,,0.022,79.87,13,1950939
80.0,1,1,confirm,1.0,-1.96,-17.96,39.2,24,41.16,9.8,39,0.615,1.326,0.105,-0.0589,13,-0.0371,0,-0.011,0,-1,,0,-1,,0,-1,,0,-1,,0.0,44.29,13,1950960
80.0,1,-1,confirm,1.0,38.22,22.22,79.39,160,41.16,41.16,201,0.796,0.663,0.12,0.0128,13,0.053,0,0.0677,0,-1,,0,-1,,0,-1,,0,-1,,0.0362,41.0,13,1950999
80.0,1,1,confirm,1.0,34.44,18.44,78.71,12,44.27,-0.0,74,0.162,1.223,0.072,0.007,14,0.0203,65,0.2651,0,-1,,0,-1,,0,-1,,0,-1,,0.1337,41.49,14,1951200
80.0,1,-1,confirm,1.0,-81.38,-97.38,-0.0,0,81.38,81.38,70,0.0,0.645,0.055,-0.007,14,-0.0011,3,0.0602,0,-1,,0,-1,,0,-1,,0,-1,,0.2048,43.93,14,1951274
80.0,1,1,fallback,1.0,-16.53,-32.53,25.29,55,41.82,17.51,126,0.437,0.446,0.002,0.0429,14,0.048,67,0.3046,0,-1,,0,-1,,0,-1,,0,-1,,0.0469,81.38,14,1951344
80.0,1,-1,confirm,1.0,-67.22,-83.22,16.56,18,83.78,67.22,204,0.088,0.539,0.017,-0.0417,14,0.0163,145,0.4971,0,-1,,0,-1,,0,-1,,0,-1,,0.1911,41.72,14,1951470
80.0,1,1,fallback,1.0,56.13,40.13,96.77,155,40.64,3.87,266,0.583,0.756,0.124,0.0014,14,0.0267,17,0.5909,0,-1,,0,-1,,0,-1,,0,-1,,0.4081,83.92,14,1951674
80.0,1,-1,confirm,1.0,63.51,47.51,105.85,280,42.34,17.32,302,0.927,0.984,0.015,-0.1207,14,0.0508,50,0.3067,1,150,19.25,0,-1,,0,-1,,0,-1,,0.4978,40.25,14,1951940
80.0,1,1,confirm,1.0,50.36,34.36,93.94,257,43.58,32.93,347,0.741,1.568,0.006,0.0302,14,0.1171,9,0.3616,1,132,-9.68,1,132,-9.68,0,-1,,0,-1,,0.113,42.79,14,1952242
80.0,1,-1,confirm,1.0,30.83,14.83,73.23,535,42.4,5.78,565,0.947,1.067,0.088,-0.2158,14,-0.0364,38,0.0368,0,-1,,0,-1,,0,-1,,0,-1,,0.2532,43.17,14,1952589
80.0,1,1,confirm,1.0,99.56,83.56,142.08,66,42.53,3.87,89,0.742,4.518,0.093,0.2588,14,0.2749,23,0.4433,0,-1,,0,-1,,0,-1,,0,-1,,0.2985,42.71,14,1953154
80.0,1,-1,confirm,1.0,45.94,29.94,86.13,217,40.2,0.0,311,0.698,0.877,0.009,-0.181,14,-0.1713,278,0.2822,0,-1,,0,-1,,0,-1,,0,-1,,0.2166,41.93,14,1953243
80.0,1,1,confirm,1.0,-79.8,-95.8,0.0,0,79.8,79.8,445,0.0,0.396,0.052,0.1811,14,0.1929,21,0.5097,0,-1,,0,-1,,0,-1,,0,-1,,0.0189,40.54,14,1953554
80.0,1,-1,confirm,1.0,-2.91,-18.91,37.8,1004,40.71,75.6,1105,0.909,1.911,0.145,0.1503,15,0.2687,927,0.7293,0,-1,,0,-1,,0,-1,,0,-1,,0.2277,79.8,14,1953999
80.0,1,1,confirm,1.0,-68.79,-84.79,10.66,11,79.45,68.79,616,0.018,0.775,0.063,-0.0912,15,-0.0043,372,0.5696,0,-1,,0,-1,,0,-1,,0,-1,,0.1729,40.86,15,1955104
80.0,1,-1,confirm,1.0,-27.32,-43.32,12.68,12,40.0,27.32,183,0.066,2.351,0.11,0.1441,15,0.2143,0,0.4332,0,-1,,0,-1,,0,-1,,0,-1,,0.228,79.37,15,1955720
80.0,1,1,confirm,1.0,30.16,14.16,71.03,392,40.86,-0.0,500,0.784,0.761,0.091,0.0823,15,0.1225,374,0.6085,0,-1,,0,-1,,0,-1,,0,-1,,0.1868,40.05,15,1955903
80.0,1,-1,confirm,1.0,-69.84,-85.84,13.58,1027,83.42,69.84,2395,0.429,1.084,0.059,0.0891,15,0.1651,410,0.797,1,838,-22.31,1,838,-22.31,0,-1,,1,1566,-12.61,0.3513,40.58,15,1956403
80.0,1,1,fallback,1.0,22.16,6.16,63.58,264,41.42,1.93,327,0.807,1.541,0.117,0.0237,16,0.0275,268,0.64,0,-1,,0,-1,,0,-1,,0,-1,,0.2938,83.54,16,1958798
80.0,1,-1,confirm,1.0,92.27,76.27,132.64,2017,40.37,9.61,2299,0.877,0.458,0.198,-0.1726,16,0.3282,1367,0.876,1,1613,85.54,1,1613,85.54,1,1613,85.54,1,1613,85.54,0.3457,41.16,16,1959125
80.0,1,1,confirm,1.0,79.55,63.55,120.29,1550,40.75,21.34,1778,0.872,0.8,0.282,0.2826,17,0.399,1249,0.9252,1,63,-0.97,1,63,-0.97,0,-1,,1,86,-6.79,0.089,40.91,16,1961424
80.0,1,-1,confirm,1.0,-69.3,-85.3,11.55,7,80.85,69.3,2396,0.003,0.375,0.08,-0.1593,17,0.3523,2194,0.7572,1,801,-28.87,1,801,-28.87,0,-1,,1,1092,-54.86,0.0683,40.26,17,1963202
80.0,1,1,fallback,1.0,-23.9,-39.9,16.25,79,40.15,23.9,158,0.5,0.74,0.168,-0.1734,18,-0.1473,12,0.0851,0,-1,,0,-1,,0,-1,,0,-1,,0.154,80.94,17,1965598
80.0,1,-1,confirm,1.0,7.67,-8.33,48.86,693,41.2,13.41,981,0.706,0.326,0.097,0.2276,18,0.3494,418,0.756,1,970,15.33,1,970,15.33,1,970,15.33,0,-1,,0.3605,40.08,18,1965756
80.0,1,1,confirm,1.0,-51.78,-67.78,27.81,18,79.59,51.78,923,0.02,4.205,0.031,-0.0113,18,0.182,797,0.7878,1,589,-7.67,1,589,-7.67,0,-1,,0,-1,,0.2776,41.4,18,1966737
80.0,1,-1,confirm,1.0,45.3,29.3,87.71,2968,42.41,1.93,3605,0.823,2.978,0.025,0.4271,19,0.4271,2968,0.9038,1,181,2.89,1,928,25.06,1,3259,71.33,1,928,25.06,0.2128,79.37,18,1967660
80.0,1,1,confirm,1.0,30.98,14.98,71.65,1617,40.67,22.27,2338,0.692,1.196,0.212,-0.2788,20,0.2996,1256,0.9248,1,600,3.87,1,600,3.87,1,600,3.87,1,1447,17.43,0.7906,42.78,19,1971265
80.0,1,-1,confirm,1.0,1.93,-14.07,43.44,2222,41.51,37.64,4499,0.494,1.348,0.13,-0.0926,20,0.4344,1206,0.9409,1,624,-22.2,1,624,-22.2,1,624,-22.2,1,709,-30.89,0.3332,40.38,20,1973603
80.0,1,1,confirm,1.0,26.07,10.07,66.62,457,40.55,2.9,759,0.602,3.078,0.316,0.2105,21,0.5974,22,0.9718,1,659,43.44,1,659,43.44,1,659,43.44,0,-1,,0.7419,41.69,21,1978102
80.0,1,-1,confirm,1.0,-75.11,-91.11,11.56,5356,86.66,75.11,6035,0.887,2.195,0.242,0.2682,23,0.4305,4130,0.9817,1,823,-21.18,1,823,-21.18,1,823,-21.18,1,1021,-38.52,0.0128,40.28,21,1978861
80.0,1,1,fallback,1.0,-18.16,-34.16,21.98,623,40.14,18.16,1441,0.432,0.926,0.103,0.3071,23,0.3718,4,0.7363,1,905,11.47,1,905,11.47,1,905,11.47,1,932,8.6,0.8022,86.76,23,1984896
80.0,1,-1,confirm,1.0,107.24,91.24,147.45,6431,40.21,18.19,7467,0.861,0.649,0.268,0.391,1,0.5937,7151,0.9743,1,145,3.83,1,145,3.83,1,145,3.83,1,213,5.74,0.7132,40.05,23,1986337
80.0,1,1,confirm,1.0,-80.33,-96.33,0.97,3,81.3,80.33,1323,0.002,0.404,0.085,-0.1829,1,0.3699,1130,0.8783,0,-1,,0,-1,,0,-1,,0,-1,,0.1283,40.82,1,1993804
80.0,1,-1,fallback,1.0,38.05,22.05,79.03,106,40.98,3.9,189,0.561,3.716,0.262,0.0976,2,0.0981,110,0.4989,0,-1,,0,-1,,0,-1,,0,-1,,0.3929,81.29,2,1995127
80.0,1,1,confirm,1.0,-73.46,-89.46,8.81,166,82.27,73.46,378,0.439,0.566,0.082,-0.0428,2,-0.0197,49,0.5729,0,-1,,0,-1,,0,-1,,0,-1,,0.1747,41.31,2,1995316
80.0,1,-1,fallback,1.0,-26.64,-42.64,14.8,156,41.44,29.6,269,0.58,0.998,0.08,-0.1005,2,0.0806,1,0.4336,1,76,-4.93,0,-1,,0,-1,,0,-1,,0.4087,82.2,2,1995694
80.0,1,1,confirm,1.0,23.62,7.62,64.95,352,41.33,6.89,392,0.898,0.556,0.116,0.0806,2,0.1006,43,0.5169,0,-1,,0,-1,,0,-1,,0,-1,,0.1016,41.5,2,1995963
80.0,1,-1,confirm,1.0,47.12,31.12,91.3,1844,44.18,47.12,1858,0.992,2.973,0.058,0.1481,3,0.1498,1829,0.6124,0,-1,,0,-1,,0,-1,,0,-1,,0.2145,41.06,2,1996355
