theta,registry,side,kind,grid_s,gross_bp,net_real_bp,peak_fav_bp,t_peak_c,giveback_bp,max_adv_bp,dur_c,frac_peak,clmx60_pk,er600_pk,slean_pk,hod_pk,slmax,t_slmax_c,slmax60,slmin,t_slmin_c,r8_a05x0_trig,r8_a05x0_t_c,r8_a05x0_gx,r8_a10x0_trig,r8_a10x0_t_c,r8_a10x0_gx,r8_a20x0_trig,r8_a20x0_t_c,r8_a20x0_gx,r8_a10xm10_trig,r8_a10xm10_t_c,r8_a10xm10_gx,r8_a10xm20_trig,r8_a10xm20_t_c,r8_a10xm20_gx,r8_a10xm30_trig,r8_a10xm30_t_c,r8_a10xm30_gx,dv20_trig,dv20_t_c,dv20_gx,dv30_trig,dv30_t_c,dv30_gx,dv40_trig,dv40_t_c,dv40_gx,dive_depth,lag_bp,hod_entry,entry_idx
100.0,1,-1,fallback,0.1,-38.21,-54.21,11.81,968,50.01,40.29,5897,0.164,2.416,0.193,0.7201,2,0.9783,3617,1.0,-0.888,5825,1,97,-16.67,1,97,-16.67,1,97,-16.67,1,98,-19.45,1,98,-19.45,1,100,-27.79,1,98,-19.45,1,100,-27.79,1,111,-29.87,1.0,100.4,2,87655
100.0,1,1,confirm,0.1,24.22,8.22,74.74,5005,50.52,15.22,7378,0.678,4.362,0.442,0.3282,2,0.9972,1128,1.0,-0.9905,4630,1,3449,22.84,1,3449,22.84,1,3449,22.84,1,3581,24.22,1,3581,24.22,1,3581,24.22,1,3581,24.22,1,3581,24.22,1,3891,26.3,0.9996,50.07,2,93552
100.0,1,-1,confirm,0.1,2.07,-13.93,53.15,6845,51.08,22.78,9863,0.694,2.863,0.077,0.9036,2,0.9624,2739,1.0,-0.9989,2170,1,1701,4.14,1,1701,4.14,1,1701,4.14,1,1701,4.14,1,1701,4.14,1,1703,3.45,1,0,-0.0,1,0,-0.0,1,0,-0.0,1.0,50.14,2,100930
100.0,1,1,confirm,0.1,9.67,-6.33,61.45,43029,51.78,75.26,51768,0.831,0.012,0.218,0.6622,4,1.0,20585,1.0,-1.0,6171,1,101,7.6,1,671,6.9,1,671,6.9,1,737,3.45,1,737,3.45,1,738,2.07,1,0,0.0,1,217,7.6,1,224,4.83,1.0,51.36,3,110793
100.0,1,-1,confirm,0.1,17.93,1.93,67.6,4095,49.67,8.28,11661,0.351,1.703,0.325,0.0027,4,1.0,4618,1.0,-1.0,4694,1,1277,-0.69,1,1277,-0.69,1,1277,-0.69,1,1296,2.76,1,1404,2.76,1,1404,2.76,1,0,-0.0,1,0,-0.0,1,0,-0.0,1.0,51.47,4,162561
100.0,1,1,confirm,0.1,196.95,180.95,248.77,30702,51.83,4.15,34808,0.882,1.619,0.176,0.9683,5,1.0,8709,1.0,-1.0,8205,1,745,-0.69,1,745,-0.69,1,745,-0.69,1,795,1.38,1,795,1.38,1,795,1.38,1,795,1.38,1,795,1.38,1,795,1.38,1.0,50.0,4,174222
100.0,1,-1,confirm,0.1,168.07,152.07,218.22,273644,50.15,37.95,281103,0.973,0.647,0.396,0.8632,13,1.0,407,1.0,-1.0,8302,1,1194,11.52,1,1194,11.52,1,1194,11.52,1,1194,11.52,1,1194,11.52,1,1194,11.52,1,1194,11.52,1,1194,11.52,1,1194,11.52,1.0,50.57,5,209030
100.0,1,1,confirm,0.1,-80.65,-96.65,19.99,68512,100.63,80.65,258286,0.265,0.028,0.6,-0.9944,15,1.0,0,1.0,-1.0,5446,1,976,4.14,1,976,4.14,1,976,4.14,1,1067,4.14,1,1067,4.14,1,1067,4.14,1,1067,4.14,1,1067,4.14,1,1067,4.14,0.8187,51.27,13,490133
100.0,1,-1,fallback,0.1,-43.78,-59.78,6.95,63,50.73,43.78,10702,0.006,4.373,0.25,0.7782,20,1.0,4419,1.0,-1.0,1442,1,663,1.39,1,663,1.39,1,663,1.39,1,663,1.39,1,663,1.39,1,663,1.39,1,663,1.39,1,663,1.39,1,971,-0.69,1.0,100.43,20,748419
100.0,1,1,confirm,0.1,-67.11,-83.11,35.28,40637,102.39,67.11,107662,0.377,0.0,0.091,-0.9859,22,1.0,22,1.0,-1.0,1052,1,780,-6.23,1,780,-6.23,1,780,-6.23,1,780,-6.23,1,780,-6.23,1,780,-6.23,1,0,0.0,1,0,0.0,1,0,0.0,1.0,50.76,21,759121
100.0,1,-1,fallback,0.1,66.87,50.87,118.41,1016,51.54,8.36,2687,0.378,4.537,0.292,0.4358,0,0.9363,916,1.0,-0.7963,2562,1,37,-4.18,1,37,-4.18,1,37,-4.18,1,179,-5.57,1,179,-5.57,1,582,-2.79,1,179,-5.57,1,582,-2.79,1,599,-0.0,0.0,102.03,0,866783
100.0,1,1,confirm,0.1,-100.27,-116.27,4.21,552,104.48,100.27,9792,0.056,0.357,0.134,-0.8362,0,0.9974,9288,1.0,-0.9652,8364,1,98,-7.01,1,98,-7.01,1,98,-7.01,1,98,-7.01,1,120,-6.31,1,256,-1.4,1,120,-6.31,1,256,-1.4,1,256,-1.4,0.5813,52.16,0,869470
100.0,1,-1,fallback,0.1,34.71,18.71,84.29,5340,49.58,0.0,7714,0.692,7.146,0.287,0.7973,0,0.8522,1399,1.0,-0.9993,3197,1,52,24.79,1,52,24.79,1,52,24.79,1,601,1.42,1,602,2.12,1,605,2.83,1,602,2.12,1,605,2.83,1,605,2.83,0.9719,104.44,0,879262
100.0,1,1,confirm,0.1,-97.38,-113.38,2.84,21,100.22,97.38,3512,0.006,0.06,0.223,-0.1395,0,0.2539,191,1.0,-0.9596,3512,1,226,-12.79,1,226,-12.79,1,226,-12.79,1,246,-13.5,1,246,-13.5,1,246,-13.5,1,246,-13.5,1,246,-13.5,1,246,-13.5,1.0,50.0,0,886976
100.0,1,-1,fallback,0.1,-17.23,-33.23,33.74,12,50.96,17.23,484,0.025,9.588,0.465,0.6777,0,0.9596,0,1.0,0.304,436,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,0,-1,,1.0,100.19,0,890488
100.0,1,1,confirm,0.1,50.87,34.87,103.9,34196,53.02,39.41,34648,0.987,0.818,0.18,0.5028,1,1.0,18295,1.0,-1.0,31551,1,136,-13.61,1,136,-13.61,1,1533,10.75,1,144,-14.33,1,149,-11.46,1,149,-11.46,1,0,0.0,1,0,0.0,1,305,-0.72,0.6825,51.13,0,890972
100.0,1,-1,confirm,0.1,-67.73,-83.73,35.65,3915,103.37,67.73,11428,0.343,0.366,0.139,0.1189,1,0.9947,6489,1.0,-0.9994,7167,1,243,-4.28,1,243,-4.28,1,243,-4.28,1,318,-12.12,1,509,4.28,1,515,2.14,1,509,4.28,1,515,2.14,1,1120,5.7,1.0,52.48,1,925620
100.0,1,1,fallback,0.1,29.74,13.74,81.43,7019,51.69,12.75,11873,0.591,0.0,0.137,0.8176,2,0.9994,1177,1.0,-0.9995,3587,1,587,-2.83,1,587,-2.83,1,587,-2.83,1,587,-2.83,1,590,-2.12,1,591,-2.12,1,590,-2.12,1,591,-2.12,1,601,0.71,0.883,103.74,2,937048
100.0,1,-1,confirm,0.1,51.54,35.54,105.2,32804,53.66,27.53,43842,0.748,1.43,0.247,-0.6773,3,1.0,15256,1.0,-1.0,6253,1,621,-21.89,1,621,-21.89,1,621,-21.89,1,626,-24.71,1,626,-24.71,1,626,-24.71,1,626,-24.71,1,626,-24.71,1,630,-26.12,1.0,51.27,2,948921
100.0,1,1,confirm,0.1,17.03,1.03,72.39,13297,55.35,6.39,21028,0.632,0.435,0.294,0.9573,3,1.0,4797,1.0,-1.0,17621,1,1499,21.29,1,1499,21.29,1,1499,21.29,1,1499,21.29,1,1527,21.29,1,1545,21.29,1,1527,21.29,1,1545,21.29,1,1559,20.58,0.1046,54.23,3,992763
100.0,1,-1,confirm,0.1,-85.72,-101.72,15.59,21085,101.31,85.72,33155,0.636,2.044,0.261,0.8943,4,1.0,7296,1.0,-1.0,1384,1,772,-7.79,1,772,-7.79,1,772,-7.79,1,1384,-19.13,1,1384,-19.13,1,1384,-19.13,1,1384,-19.13,1,1384,-19.13,1,1384,-19.13,1.0,54.96,4,1013791
100.0,1,1,fallback,0.1,73.76,57.76,125.04,256680,51.28,4.92,268656,0.955,0.102,0.209,-0.9609,12,1.0,215524,1.0,-1.0,4451,1,975,26.69,1,975,26.69,1,975,26.69,1,975,26.69,1,1142,25.99,1,1142,25.99,1,1142,25.99,1,1142,25.99,1,1142,25.99,1.0,101.47,5,1046946
100.0,1,-1,confirm,0.1,131.09,115.09,180.6,30761,49.51,39.05,31013,0.992,0.427,0.178,0.6518,13,1.0,16908,1.0,-1.0,682,1,681,-4.18,1,681,-4.18,1,681,-4.18,1,681,-4.18,1,682,-4.18,1,682,-4.18,1,682,-4.18,1,682,-4.18,1,682,-4.18,1.0,50.65,12,1315602
100.0,1,1,confirm,0.1,12.72,-3.28,63.59,809,50.87,4.24,1533,0.528,2.518,0.17,-0.3948,13,0.5671,370,1.0,-0.8056,727,1,427,15.54,1,427,15.54,1,427,15.54,1,427,15.54,1,428,14.84,1,555,11.31,1,0,0.0,1,555,11.31,1,581,12.01,0.7415,50.42,13,1346615
100.0,1,-1,confirm,0.1,-91.74,-107.74,9.88,192,101.62,91.74,13427,0.014,2.196,0.179,0.5721,13,0.9982,11522,1.0,-0.9997,13085,1,2986,-37.4,1,2986,-37.4,1,2986,-37.4,1,2986,-37.4,1,2986,-37.4,1,2986,-37.4,1,2986,-37.4,1,2986,-37.4,1,2987,-39.52,0.6647,50.55,13,1348148
100.0,1,1,fallback,0.1,16.78,0.78,67.13,1448,50.35,-0.0,5825,0.249,5.065,0.184,0.181,13,0.9909,5582,1.0,-0.9994,3823,1,798,25.17,1,798,25.17,1,798,25.17,1,803,27.27,1,880,25.17,1,933,23.77,1,880,25.17,1,933,23.77,1,1029,29.37,1.0,101.72,13,1361575
100.0,1,-1,confirm,0.1,-89.35,-105.35,12.57,1037,101.92,89.35,65204,0.016,0.359,0.106,0.9873,14,1.0,5175,1.0,-1.0,2682,1,1551,8.38,1,1551,8.38,1,1551,8.38,1,1551,8.38,1,1631,6.98,1,1631,6.98,1,0,-0.0,1,0,-0.0,1,24,1.4,0.4266,50.01,13,1367400
100.0,1,1,fallback,0.1,334.88,318.88,387.46,1931418,52.58,33.21,1945905,0.993,4.986,0.154,0.9962,21,1.0,4040,1.0,-1.0,13733,1,592,-20.07,1,592,-20.07,1,592,-20.07,1,592,-20.07,1,592,-20.07,1,592,-20.07,1,592,-20.07,1,592,-20.07,1,592,-20.07,1.0,102.05,15,1432604
100.0,1,-1,confirm,0.1,-103.77,-119.77,-0.0,0,103.77,103.77,38420,0.0,4.01,0.407,1.0,21,1.0,0,1.0,-1.0,1435,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1,1435,-5.36,1.0,50.62,21,3378509
100.0,1,1,fallback,0.1,26.5,10.5,77.52,47214,51.02,35.12,56581,0.834,0.0,0.143,-0.1987,0,1.0,1932,1.0,-1.0,4214,1,160,-7.29,1,160,-7.29,1,160,-7.29,1,219,-10.6,1,257,-7.29,1,275,-7.29,1,257,-7.29,1,275,-7.29,1,438,-7.95,1.0,103.77,22,3416929
100.0,1,-1,confirm,0.1,-95.82,-111.82,11.9,1055,107.72,95.82,56064,0.019,0.43,0.053,-0.2005,0,1.0,4863,1.0,-1.0,3940,1,586,7.93,1,586,7.93,1,586,7.93,1,590,7.27,1,590,7.27,1,590,7.27,1,590,7.27,1,590,7.27,1,590,7.27,0.0,50.63,0,3473510
100.0,1,1,fallback,0.1,-19.64,-35.64,31.42,724,51.06,19.64,5420,0.134,0.122,0.341,-0.0158,2,1.0,3491,1.0,-0.9992,2562,1,627,13.75,1,627,13.75,1,627,13.75,1,746,18.98,1,1165,17.67,1,1245,5.24,1,1165,17.67,1,1245,5.24,1,1245,5.24,1.0,107.85,2,3529574
100.0,1,-1,confirm,0.1,-0.66,-16.66,49.85,12341,50.5,34.76,18257,0.676,0.699,0.253,0.9066,2,1.0,5035,1.0,-1.0,5324,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1,1264,-9.18,1.0,50.9,2,3534994
