population,label,threshold,n_population,n_winner_pop,base_win_rate,n_fired,n_fired_winners,precision,recall,lift,mean_net_bps_fired,median_net_bps_fired,median_net_bps_pop
ALL,entry_imb_long_bid_ge,0.2,67728,5616,0.08291991495393337,6493,578,0.08901894347759125,0.10292022792022792,1.0735532414263356,-10.183506400907547,-10.454262313292189,-11.250814675307694
ALL,entry_imb_long_bid_ge,0.5,67728,5616,0.08291991495393337,5180,465,0.08976833976833977,0.0827991452991453,1.0825908325908327,-10.35608429862658,-10.452474735012592,-11.250814675307694
ALL,entry_imb_short_ask_le,0.2,67728,5616,0.08291991495393337,8403,587,0.06985600380816374,0.10452279202279202,0.8424514647292226,-10.63000420365857,-10.518485569551995,-11.250814675307694
ALL,entry_imb_short_ask_le,0.0,67728,5616,0.08291991495393337,7537,540,0.07164654371765955,0.09615384615384616,0.8640450699625438,-10.523194342309068,-10.531720430107889,-11.250814675307694
ALL,entry_imb_short_ask_le,-0.2,67728,5616,0.08291991495393337,6609,491,0.07429263126040248,0.08742877492877493,0.8959564334053667,-10.43265640821822,-10.472298515149461,-11.250814675307694
ALL,entry_imb_short_ask_le,-0.5,67728,5616,0.08291991495393337,5352,381,0.07118834080717489,0.06784188034188034,0.8585192211873827,-10.5871059802184,-10.386949838933559,-11.250814675307694
ALL,pre5_buyvol_long_ge,0.5,67728,5616,0.08291991495393337,19219,1629,0.08475987304230188,0.2900641025641026,1.022189580022974,-10.69492536303974,-11.101501788422295,-11.250814675307694
ALL,pre5_buyvol_long_ge,0.7,67728,5616,0.08291991495393337,15923,1351,0.0848458205112102,0.24056267806267806,1.0232260918061333,-10.550350377588963,-11.07869666178129,-11.250814675307694
ALL,pre5_buyvol_long_ge,0.9,67728,5616,0.08291991495393337,11390,978,0.0858647936786655,0.17414529914529914,1.0355147340221968,-10.258110301951449,-10.99903227125475,-11.250814675307694
ALL,pre5_buyvol_short_le,0.5,67728,5616,0.08291991495393337,15086,1362,0.09028238101551107,0.24252136752136752,1.08879008216142,-10.80758314380428,-11.107062926820062,-11.250814675307694
ALL,pre5_buyvol_short_le,0.3,67728,5616,0.08291991495393337,11940,1088,0.09112227805695143,0.19373219373219372,1.0989190969090468,-10.557117192392802,-10.92127005037537,-11.250814675307694
ALL,pre5_buyvol_short_le,0.1,67728,5616,0.08291991495393337,7381,639,0.0865736350088064,0.11378205128205128,1.044063239294238,-10.59251024238618,-10.82171618274504,-11.250814675307694
ALL,trade_present_score_ge,25,67728,5616,0.08291991495393337,66170,5500,0.08311923832552516,0.9793447293447294,1.0024038057890257,-10.970861620579052,-11.242338650916635,-11.250814675307694
ALL,trade_present_score_ge,40,67728,5616,0.08291991495393337,26683,2323,0.0870591762545441,0.41363960113960113,1.0499187837193311,-11.018175681473375,-11.26586351570479,-11.250814675307694
ALL,trade_present_score_ge,55,67728,5616,0.08291991495393337,18857,1732,0.09184918067561118,0.3084045584045584,1.1076854182332254,-11.006952430535668,-11.244420480238837,-11.250814675307694
ALL,trade_present_score_ge,70,67728,5616,0.08291991495393337,8396,870,0.10362077179609337,0.15491452991452992,1.2496487949084425,-11.03931288592199,-11.545100831791174,-11.250814675307694
ALL,dipole_long_pos_ge,0.0,67728,5616,0.08291991495393337,22781,1967,0.0863438830604451,0.35024928774928776,1.0412924700708381,-10.992686280245804,-11.485210517153888,-11.250814675307694
ALL,dipole_long_pos_ge,0.1,67728,5616,0.08291991495393337,15914,1396,0.0877215030790499,0.24857549857549857,1.0579063320046105,-11.030620211533934,-11.588999172386403,-11.250814675307694
ALL,dipole_long_pos_ge,0.2,67728,5616,0.08291991495393337,10276,931,0.09059945504087194,0.1657763532763533,1.092613940706584,-11.247021283890051,-11.668601985776396,-11.250814675307694
ALL,dipole_short_neg_le,0.0,67728,5616,0.08291991495393337,14439,1226,0.08490892721102569,0.21830484330484332,1.0239871478184381,-11.012511477708317,-11.427463896150238,-11.250814675307694
ALL,dipole_short_neg_le,-0.1,67728,5616,0.08291991495393337,8217,702,0.08543263964950712,0.125,1.0303030303030303,-11.08044467484415,-11.703806586640408,-11.250814675307694
ALL,dipole_short_neg_le,-0.2,67728,5616,0.08291991495393337,4213,343,0.0814146688820318,0.06107549857549858,0.9818469896798879,-11.769110188596253,-11.713359984404892,-11.250814675307694
ALL,hold_min_le_avoid_chop,15,67728,5616,0.08291991495393337,61891,1296,0.02094003974729767,0.23076923076923078,0.25253329985843603,-13.268966626673217,-11.886415304765814,-11.250814675307694
ALL,hold_min_le_avoid_chop,30,67728,5616,0.08291991495393337,65012,3371,0.051851965790930904,0.6002492877492878,0.6253258438547309,-12.410877017862314,-11.568716119159578,-11.250814675307694
ALL,hold_min_le_avoid_chop,60,67728,5616,0.08291991495393337,66707,4756,0.07129686539643516,0.8468660968660968,0.8598280091826498,-11.667609127233984,-11.361214014712926,-11.250814675307694
ALL,hold_min_ge_runners,60,67728,5616,0.08291991495393337,1372,1175,0.8564139941690962,0.2092236467236467,10.328206374124743,30.453007144020557,22.011753971892645,-11.250814675307694
ALL,hold_min_ge_runners,120,67728,5616,0.08291991495393337,231,166,0.7186147186147186,0.02955840455840456,8.666370666370668,27.830544444526502,24.78313615380331,-11.250814675307694
ALL,fast_winner_pattern,True,67728,5616,0.08291991495393337,209,95,0.45454545454545453,0.016915954415954417,5.481740481740482,3.584135528998008,-1.372519969079196,-11.250814675307694
ALL,clean_no_underwater_30m_cover,True,67728,5616,0.08291991495393337,209,95,0.45454545454545453,0.016915954415954417,5.481740481740482,3.584135528998008,-1.372519969079196,-11.250814675307694
ALL,net_bps_per_min_floor,0.05,67728,5616,0.08291991495393337,4222,4222,1.0,0.7517806267806267,12.059829059829061,26.737730216945202,17.606252453718973,-11.250814675307694
ALL,net_bps_per_min_floor,0.1,67728,5616,0.08291991495393337,3892,3892,1.0,0.6930199430199431,12.059829059829061,28.693862568358604,19.62558620862149,-11.250814675307694
ALL,net_bps_per_min_floor,0.2,67728,5616,0.08291991495393337,3488,3488,1.0,0.6210826210826211,12.059829059829061,31.256019001669785,21.783663998689608,-11.250814675307694
ALL,net_bps_per_min_floor,0.5,67728,5616,0.08291991495393337,2156,2156,1.0,0.3839031339031339,12.059829059829061,40.84256681224374,31.130639708813295,-11.250814675307694
side=buy,cover_by_15m_TRUE,True,33791,2869,0.08490426444911367,8162,2838,0.3477088948787062,0.9891948414081562,4.09530542587883,-0.44101662655867746,-3.588148734047306,-11.357559407358686
side=buy,cover_by_30m_TRUE,True,33791,2869,0.08490426444911367,8183,2847,0.3479164120738116,0.9923318229348205,4.097749557471651,-0.45682220679965013,-3.5897678423188157,-11.357559407358686
side=buy,cover_by_60m_TRUE,True,33791,2869,0.08490426444911367,8194,2847,0.3474493531852575,0.9923318229348205,4.092248551231452,-0.45851036970176234,-3.588958288183061,-11.357559407358686
side=buy,ever_underwater_FALSE,True,33791,2869,0.08490426444911367,253,75,0.2964426877470356,0.02614151272220286,3.491493503541331,-1.3204950993499651,-4.159390897842737,-11.357559407358686
side=buy,reached_12bps_within_15m,True,33791,2869,0.08490426444911367,6440,2808,0.4360248447204969,0.978738236319275,5.135488158923078,2.0856763980827457,-2.486884358013631,-11.357559407358686
side=buy,reached_12bps_within_30m,True,33791,2869,0.08490426444911367,6514,2843,0.4364445809026712,0.9909376089229697,5.140431799680084,2.042735410173866,-2.4985881840326245,-11.357559407358686
side=buy,reached_20bps_within_30m,True,33791,2869,0.08490426444911367,3625,2605,0.7186206896551725,0.9079818752178459,8.46389394358241,10.301199813575693,3.4216174948832627,-11.357559407358686
side=buy,reached_20bps_within_60m,True,33791,2869,0.08490426444911367,3662,2633,0.719006007646095,0.9177413733008016,8.468432207866572,10.255474504273261,3.4403187069583385,-11.357559407358686
side=buy,volume_zscore_le,-0.5,33791,2869,0.08490426444911367,12511,1073,0.08576452721604988,0.37399790867898225,1.0101321502814713,-11.164895920010258,-11.379072454768412,-11.357559407358686
side=buy,volume_zscore_le,-0.25,33791,2869,0.08490426444911367,20411,1776,0.08701190534515703,0.6190310212617637,1.024823734234298,-10.847198294320174,-11.239419863779727,-11.357559407358686
side=buy,volume_zscore_le,0.0,33791,2869,0.08490426444911367,23540,1984,0.0842820730671198,0.6915301498780063,0.9926718476859689,-10.956781967121588,-11.373092807405374,-11.357559407358686
side=buy,volume_zscore_le,0.25,33791,2869,0.08490426444911367,25514,2172,0.08512973269577487,0.7570582084349947,1.0026555585649803,-10.95931196971257,-11.343720911899457,-11.357559407358686
side=buy,volume_zscore_le,0.5,33791,2869,0.08490426444911367,26848,2276,0.0847735399284863,0.793307772743116,0.9984603303323389,-10.996058693401578,-11.360752281731456,-11.357559407358686
side=buy,nt_ratio_entry_vs_pre30_ge,1.0,33791,2869,0.08490426444911367,10106,940,0.09301405105877697,0.3276402927849425,1.095516834899663,-10.83929587918046,-11.544378901323391,-11.357559407358686
side=buy,nt_ratio_entry_vs_pre30_ge,1.5,33791,2869,0.08490426444911367,6740,627,0.09302670623145401,0.2185430463576159,1.0956658871617506,-10.779439922365665,-11.61553547759657,-11.357559407358686
side=buy,nt_ratio_entry_vs_pre30_ge,2.0,33791,2869,0.08490426444911367,4649,405,0.08711550871155087,0.14116416869989543,1.0260439717225567,-10.949343684654876,-11.74630535574206,-11.357559407358686
side=buy,nt_ratio_entry_vs_pre30_ge,3.0,33791,2869,0.08490426444911367,2650,218,0.08226415094339623,0.07598466364586964,0.9689048185877664,-11.407846097742233,-11.730275698002703,-11.357559407358686
